row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Crop Production........................................,1,0,0,0,0,1,65,61,29,29,0,0,32,0
Animal Production....................................,3,2,1,0,1,1,3459,3018,2247,771,0,1476,771,3406
"Fishing, Hunting and Trapping................",1,1,1,0,0,0,164,152,109,109,0,0,43,164
Support Activities for Agriculture and Forestry....................................................,2,0,0,0,0,2,40,36,14,14,0,0,22,0
"Agriculture, Forestry, Fishing, and Hunting......................................................",7,3,2,0,1,4,3728,3267,2399,923,0,1476,868,3570
Oil and Gas Extraction..............................,2,1,1,0,0,1,36,34,19,19,0,0,15,21
Mining (except Oil and Gas)....................,16,5,5,0,0,11,906,800,375,375,0,0,425,387
Support Activities for Mining..................,4,3,3,0,0,1,118,115,69,69,0,0,46,115
Mining..................................................,22,9,9,0,0,13,1060,949,463,463,0,0,486,523
Utilities................................................,63,35,35,0,0,28,2472,2310,1227,1227,0,0,1083,1087
"Building, Developing and General Contracting................................................",32,14,12,1,1,18,917,712,295,182,54,59,417,298
Heavy Construction..................................,21,9,8,0,1,12,1032,644,384,365,0,19,260,684
Special Trade Contractors........................,343,248,242,0,6,95,7893,5877,4277,4056,26,195,1600,5500
Construction........................................,396,271,262,1,8,125,9842,7233,4956,4603,80,273,2277,6482
Food Manufacturing..................................,74,36,33,2,1,38,15486,12412,5038,4963,30,45,7374,4663
Beverage and Tobacco Product Manufacturing..........................................,23,7,6,0,1,16,3662,3344,1380,1133,0,247,1964,641
Textile Mills..............................................,3,1,1,0,0,2,716,652,248,248,0,0,404,9
Textile Product Mills................................,3,1,1,0,0,2,420,373,195,195,0,0,178,167
Apparel Manufacturing............................,4,3,3,0,0,1,49,48,26,26,0,0,22,27
31-Manufacturing................................,107,48,44,2,2,59,20333,16829,6887,6565,30,292,9942,5507
