row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
West Virginia...........................................,13,8,5,3,0,5,669,696,399,367,32,0,297,266
South Atlantic....................................,185,114,50,51,13,71,17736,15309,8507,4844,3414,249,6802,8459
Iowa.........................................................,25,15,7,8,0,10,1313,1205,627,338,289,0,578,638
Kansas......................................................,7,5,2,2,1,2,141,104,71,42,9,20,33,116
Minnesota..................................................,28,19,11,7,1,9,1539,1337,680,143,278,259,657,782
Missouri....................................................,39,21,11,9,1,18,2502,2173,1152,526,620,6,1021,990
Nebraska....................................................,17,12,12,0,0,5,277,245,163,152,11,0,82,207
North Dakota............................................,3,1,1,0,0,2,56,50,35,35,0,0,15,26
South Dakota............................................,1,0,0,0,0,1,6,4,1,0,1,0,3,0
West North Central..............................,120,73,44,26,3,47,5834,5118,2729,1236,1208,285,2389,2759
Arkansas....................................................,4,1,1,0,0,3,262,253,71,14,57,0,182,4
Louisiana..................................................,12,5,4,1,0,7,442,377,176,85,38,53,201,67
Oklahoma..................................................,8,6,4,2,0,2,282,245,141,125,16,0,104,104
Texas........................................................,42,22,12,10,0,20,2318,2062,1032,460,572,0,1030,1349
West South Central..............................,66,34,21,13,0,32,3304,2937,1420,684,683,53,1517,1524
"Total, all States and areas....................",1798,1081,506,495,80,717,125028,99959,57436,23611,28169,5656,42523,67146
