row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Illinois......................................................................,1988,1628,1091,393,73,40,3,0,28,340,280,12,48,15,0,5
Indiana....................................................................,698,609,483,112,8,5,0,0,1,83,66,2,15,2,0,4
Michigan..................................................................,2191,1859,1280,553,16,3,1,2,4,317,248,17,52,3,1,11
Ohio.........................................................................,1731,1506,1148,341,8,3,1,2,3,207,168,6,33,7,3,8
Wisconsin................................................................,678,557,425,128,1,2,0,1,0,99,46,4,49,12,0,10
East North Central..............................................,7286,6159,4427,1527,106,53,5,5,36,1046,808,41,197,39,4,38
Alabama..................................................................,400,353,310,40,0,0,0,0,3,47,42,1,4,0,0,0
Kentucky..................................................................,464,401,347,53,0,0,1,0,0,62,42,2,18,1,0,0
Mississippi...............................................................,161,136,114,22,0,0,0,0,0,25,20,0,5,0,0,0
Tennessee................................................................,378,342,251,91,0,0,0,0,0,34,22,1,11,1,0,1
East South Central..............................................,1403,1232,1022,206,0,0,1,0,3,168,126,4,38,2,0,1
New Jersey..............................................................,1334,1101,813,235,27,21,0,0,5,221,181,4,36,4,0,8
New York................................................................,3488,2951,1923,920,49,23,9,6,21,505,434,11,60,14,0,18
Pennsylvania............................................................,1776,1477,1178,261,17,14,2,2,3,272,220,5,47,8,2,17
Middle Atlantic..................................................,6598,5529,3914,1416,93,58,11,8,29,998,835,20,143,26,2,43
Arizona....................................................................,450,407,315,61,27,0,0,0,4,41,32,2,7,1,0,1
Colorado..................................................................,425,371,321,46,4,0,0,0,0,52,36,1,15,1,0,1
Idaho........................................................................,74,59,55,4,0,0,0,0,0,13,13,0,0,0,0,2
Montana...................................................................,96,72,63,7,0,1,0,0,1,23,15,2,6,0,0,1
New Mexico............................................................,192,142,129,13,0,0,0,0,0,46,38,0,8,3,1,0
Nevada....................................................................,478,432,316,96,12,4,3,0,1,45,29,1,15,0,0,1
Utah.........................................................................,150,134,48,23,61,0,0,1,1,15,10,0,5,0,0,1
,56,48,45,,0,0,0,0,0,8,7,0,1,0,0,0
Wyoming................................................................,,,,3,,,3,1,7,243,180,6,,,1,7
Mountain............................................................,"1,921 510",1665,1292,253,104 3,5 0,0,0,,,49,4,57 4,5 2,,
Connecticut..............................................................,,451,350,97,,,,,1,57,,,,,0,0
