row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Connecticut...............................................,48,31,25,5,1,17,2645,2251,1254,1177,70,7,997,1701
Maine........................................................,13,5,4,0,1,8,760,688,321,155,1,165,367,243
Massachusetts............................................,63,37,31,1,5,26,5025,4241,2336,1210,855,271,1905,2460
New Hampshire.........................................,6,5,4,1,0,1,168,161,107,84,23,0,54,150
Rhode Island.............................................,18,9,9,0,0,9,1806,1696,694,668,26,0,1002,311
Vermont....................................................,6,3,2,0,1,3,66,62,38,18,0,20,24,46
New England........................................,154,90,75,7,8,64,10470,9099,4750,3312,975,463,4349,4911
Puerto Rico................................................,71,48,22,0,26,23,4734,4361,2646,1307,6,1333,1715,2863
Virgin Islands............................................,4,3,3,0,0,1,95,95,52,52,0,0,43,59
Outlying Areas.....................................,75,51,25,0,26,24,4829,4456,2698,1359,6,1333,1758,2922
Alaska........................................................,32,22,14,7,1,10,1912,1656,751,666,47,38,905,910
American Samoa.......................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California..................................................,298,169,162,2,5,129,18650,15780,8237,7205,455,577,7543,9652
Federated States of Micronesia.................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam.........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii.......................................................,32,16,14,2,0,16,1939,1605,751,718,33,0,854,870
Marshall Islands........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands..........................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon.......................................................,47,28,24,2,2,19,2054,1878,1086,843,78,165,792,1115
Palau..........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington...............................................,80,44,42,2,0,36,21195,15674,4160,4005,153,2,11514,2830
Pacific...................................................,489,279,256,15,8,210,45750,36593,14985,13437,766,782,21608,15377
