row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
"Total, all............................................................................",4545,100.0,3573,100.0,131,100.0,841,100.0,110,100.0
"Certification issued, total.......................................................",2654,58.4,2204,61.7,37,28.2,413,49.1,59,53.6
After:,,,,,,,,,,
Consent election...........................................................,58,1.3,58,1.6,0,0.0,0,0.0,0,0.0
Before notice of hearing.........................................,19,0.4,19,0.5,0,0.0,0,0.0,0,0.0
"After notice of hearing, before hearing closed…...",39,0.9,39,1.1,0,0.0,0,0.0,0,0.0
"After hearing closed, before decision....................",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Stipulated election........................................................,2200,48.4,1807,50.6,30,22.9,363,43.2,41,37.3
Before notice of hearing.........................................,256,5.6,198,5.5,4,3.1,54,6.4,20,18.2
"After notice of hearing, before hearing closed.......",1934,42.6,1601,44.8,26,19.8,307,36.5,21,19.1
"After hearing closed, before decision....................",10,0.2,8,0.2,0,0.0,2,0.2,0,0.0
Expedited election..................................................,1,0.0,0,0.0,1,0.8,0,0.0,0,0.0
Regional Director-directed election.......................,236,5.2,202,5.7,4,3.1,30,3.6,15,13.6
Board-directed election..........................................,159,3.5,137,3.8,2,1.5,20,2.4,3,2.7
"By withdrawal, total...............................................................",1677,36.9,1297,36.3,60,45.8,320,38.0,43,39.1
Before notice of hearing...................................................,277,6.1,160,4.5,18,13.7,99,11.8,31,28.2
"After notice of hearing, before hearing closed.................",1282,28.2,1023,28.6,40,30.5,219,26.0,11,10.0
"After hearing closed, before decision..............................",22,0.5,21,0.6,1,0.8,0,0.0,0,0.0
After Regional Director's decision and direction of election.............................................................................,77,1.7,75,2.1,1,0.8,1,0.1,1,0.9
After Board decision and direction of election................,19,0.4,18,0.5,0,0.0,1,0.1,0,0.0
"By dismissal, total..................................................................",214,4.7,72,2.0,34,26.0,108,12.8,8,7.3
Before notice of hearing...................................................,64,1.4,9,0.3,17,13.0,38,4.5,7,6.4
"After notice of hearing, before hearing closed.................",88,1.9,19,0.5,10,7.6,59,7.0,1,0.9
"After hearing closed, before decision..............................",1,0.0,0,0.0,0,0.0,1,0.1,0,0.0
By Regional Director's decision......................................,49,1.1,37,1.0,5,3.8,7,0.8,0,0.0
By Board decision............................................................,12,0.3,7,0.2,2,1.5,3,0.4,0,0.0
