row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Food and kindred products,187,88,86,0,2,99,15013,13243,6421,5951,0,470,6822,"5,483 0"
Tobacco manufacturers,1,0,0,0,0,1,25,22,4,4,0,0,18,
Textile mill products,9,3,1,0,2,6,816,796,339,150,58,131,457,166
Apparel and other finished products made from fabric and similar materials,10,3,3,0,0,7,1029,952,373,373,0,0,579,124
Lumber and wood products (except furniture),42,15,14,1,0,27,3309,3095,1339,1006,319,14,1756,851
Fumiture and fixtures,32,13,9,0,4,19,2703,2403,1056,918,0,138,1347,742
Paper and allied products,44,13,13,0,0,31,2910,2736,1067,1042,0,25,1669,486
"Printing, publishing, and allied products",49,17,17,0,0,32,3228,2916,1281,1157,5,119,1635,462
Chemicals and allied products,61,29,27,0,2,32,3461,3172,1329,1238,0,91,1843,917
Petroleum refining and related industries,18,7,7,0,0,11,714,660,294,294,0,0,366,131
Rubber and miscellaneous plastic products,47,13,10,1,2,34,6351,5982,2485,2117,73,295,3497,885
Leather and leather products,. 1,0,0,0,0,1,31,. 25,7,7,0,0,18,0
"Stone, clay, glass, and concrete products",73,27,27,0,0,46,7397,6791,2859,2838,21,0,3932,1808
Primary metal industries,90,46,42,3,1,44,7423,6897,3415,3180,117,118,3482,2761
Fabricated metal products (except machinery and,,,,,,,,,,,,,,
transportation equipment),109,40,39,0,1,69,9522,8844,4280,4218,3,59,4564,4496
Machinery (except electrical),90,30,25,3,2,60,11273,10200,4177,3497,563,117,6023,3244
"Electrical and electronic machinery, equipment, and supplies",35,14,13,0,1,21,5729,5224,2290,1855,2,433,2 934,2634
Aircraft and parts,73,39,35,2,2,34,15832,12348,5410,4080,123,1207,6938,2348
Ship and boat building and repairing,II,2,1,1,0,9,598,480,152,132,8,12,328,13
Automotive and other transportation equipment,11,6,6,0,0,5,2351,2264,916,892,24,0,1348,370
"Measuring, analyzing, and controlling instruments, photographic, medical, and optical goods, watches",,,,,,,,,,,,,,
and clocks,16,4,4,0,0,12,1471,1337,583,583,0,0,754,267
Miscellaneous manufacturing industries,36,17,17,0,0,19,1636,1561,698,696,0,2,863,713
Manufacturing .,1045,426,396,II,19,619,102842,91948,40775,36228,1316,3231,51173,28901
