row_label,col_1,col_2
Total number of cases closed before issuance of complaint,381,100 0
Agreement of the parties-informal settlement,124,32 5
Before 10(k) notice,105,276
"After 10(k) notice, before opening of 10(k) hearing",17,45
"After opening of 10(k) hearing, before issuance of Board decision and determina- tion of dispute",2,05
Compliance with Board Decision and determination of dispute,18,47
Withdrawal,152,39 9
Before 10(k) notice,124,32 5
"After 10(k) notice, before opening of 10(k) hearing",20,52
tion of dispute dispute,1,03
After Board decision and determination of,7,18
Dismissal,87,228
"After 10(k) notice, before opening of 10(k) hearing",4,10
Before 10(k) notice,74,19 4
By Board decision and determination of dispute,8,21
tion of dispute,1,03
