row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Washington,1128,843,555,251,22,6,3,1,5,255,124,29,102,17,0,13
Oregon,602,422,332,75,13,0,0,0,2,159,86,20,53,6,4,11
California,5867,4777,3061,1352,270,19,17,1,57,995,585,165,245,36,2,57
Alaska,259,206,133,65,6,1,0,0,1,46,35,4,7,0,0,7
Hawaii,167,III,69,36,6,0,0,0,0,45,26,3,16,2,8,1
Guam,10,2,2,0,0,0,0,0,0,8,8,0,0,0,0,0
Pacific,8033,6361,4152,1779,317,26,20,2,65,1508,864,221,423,61,14,89
Puerto Rico,409,320,204,101,6,0,0,6,3,84,62,2,20,1,0,4
Virgin Islands,19,10,9,1,0,0,0,0,0,9,8,0,1,0,0,0
Outlying areas,428,330,213,102,6,0,0,6,3,93,70,2,21,I,0,4
"Total, all States and areas",42322,34435,24084,8496,1206,298,67,25,259,7296,5131,525,1640,209,27,355
