row_label,col_1,col_2
"Total, all..........................................................................................................................",5,115
Certification amended or unit clarified....................................................................................,3,14
Before hearing................................................................................................................,3,7
By Regional Director's decision..........................................................................,3,7
By Board decision................................................................................................,0,0
After hearing..................................................................................................................,0,7
By Regional Director's decision..........................................................................,0,7
By Board decision................................................................................................,0,0
Dismissed................................................................................................................................,0,38
Before hearing................................................................................................................,0,21
By Regional Director's decision..........................................................................,0,19
By Board decision................................................................................................,0,2
After hearing..................................................................................................................,0,17
By Regional Director's decision..........................................................................,0,14
By Board decision................................................................................................,0,3
Withdrawn................................................................................................................................,2,63
Before hearing................................................................................................................,2,62
After hearing..................................................................................................................,0,1
