row_label,col_1,col_2
Total number of cases closed before issuance of complaint,177,100.0
Agreement of the parties-informal settlement,72,40.7
Before 10(k) notice,48,27.1
"After 10(k) notice, before opening of 10(k) hearing",21,11.9
"After opening of 10(k) hearing, before issuance of Board decision and determination of dis- pute",3,1.7
Compliance with Board decision and determination of dispute,4,2.3
Withdrawal,68,38.4
Before 10(k) notice,54,30.5
"After 10(k) notice, before opening of 10(k) hearing",13,7.3
"After opening of 10(k) hearing, before issuance of Board decision and determination of dis- pute",1,0.6
After Board decision and determination of dispute,,0.0
Dismissal,33,18.6
Before 10(k) notice,31,17.5
"After 10(k) notice, before opening of 10(k) hearing",2,1.1
"After opening of 10(k) hearing, before issuance of Board decision and determination of chs- Pute",,0.0
By Board decision and determination of dispute,,0.0
