row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Washington,97,46,41,2,3,51,3717,3085,1621,1.516,15,90,1464,1971
Oregon,47,24,17,1,6,23,1934,1628,888,627,20,241,740,959
California,324,173,154,4,15,151,16298,13555,7037,6421,278,338,6518,7931
Alaska,14,7,7,0,0,7,709,560,280,280,0,0,280,431
Hawaii,31,15,13,0,2,16,1.063,870,344,320,0,24,526,215
Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific,513,265,232,7,26,248,23721,19698,10170,9164,313,693,9528,11507
Puerto Rico,39,28,11,0,17,11,2426,2017,1314,716,0,598,703,1431
Virgin Islands,7,2,2,0,0,5,385,312,92,92,0,0,220,106
Outlying Areas,46,30,13,0,17,16,2811,2.329,1406,808,0,598,923,1537
"Total, all States and area",3079,1497,1298,71,128,1582,188899,166337,79012,69726,3699,5587,87325,74690
