row_label,col_1,col_2
"Total, all..........................................................................................................................",15,237
Certification amended or unit clarified....................................................................................,8,18
Before hearing................................................................................................................,6,7
By Regional Director's decision..........................................................................,6,5
By Board decision................................................................................................,0,2
After hearing..................................................................................................................,2,11
By Regional Director's decision..........................................................................,1,10
By Board decision................................................................................................,1,1
Dismissed................................................................................................................................,4,59
Before hearing................................................................................................................,2,23
By Regional Director's decision..........................................................................,2,19
By Board decision................................................................................................,0,4
After hearing..................................................................................................................,2,36
By Regional Director's decision..........................................................................,2,30
By Board decision................................................................................................,0,6
Withdrawn................................................................................................................................,1,160
Before hearing................................................................................................................,1,158
After hearing..................................................................................................................,0,2
