row_label,col_1,col_2,col_3,col_4,col_5,col_6
"Hearings completed, total",913,892,772,,95,11
Initial hearings,766,754,644,24,86,11
Hearings on objections and/or challenges,147,138,128,1,9,0
"Decisions issued, total",751,735,630,26,79,10
By Regional Directors,702,686,589,22,75,10
Elections directed,• 619,605,523,16,66,0
Dismissals on record,83,81,66,6,9,0
By Board,49,49,41,4,4,0
Transferred by Regional Directors for initial de- cision,5,,4,1,0,0
Elections directed,3,3,3,0,0,0
Dismissals on record,2,2,1,1,0,
Review of Regional Directors' decisions:,,,,,,
Requests for review received,288,283,264,7,9,3
Withdrawn before request ruled upon,17,16,14,0,2,
Board action on request ruled upon. total,272,270,250,9,9,2
Granted,44,44,38,3,3,0
Denied,218,216,203,5,6,2
Remanded,10,10,9,1,0,0
Withdrawn after request granted. before Board review,1,1,1,0,0,0
"Board decision after review, total",44,44,37,3,4,0
Regional Directors' decisions:,,,,,,
Affumed,16,16,13,1,2,
Modified,5,5,5,0,0,
Reversed,23,23,19,2,2,
Outcome:,,,,,,
Election directed,33,33,29,2,2,
Dismissals on record,6,6,4,1,1,
Other,5,5,4,0,1,
