row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Other Information Services....................................,87,75,42,30,3,0,0,0,0,8,6,0,2,0,0,4
Information........................................................,1247,1132,861,258,11,2,0,0,0,93,54,0,39,2,0,20
Monetary Authorities - Central Bank......................,13,12,9,1,1,1,0,0,0,1,1,0,0,0,0,0
Credit Intermediation and Related Activities..........,51,43,36,5,2,0,0,0,0,6,3,1,2,2,0,0
"Securities, Commodity Contracts, and Other Financial Investments and Related Activities........",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Insurance Carriers and Related Activities..............,22,21,17,4,0,0,0,0,0,0,0,0,0,0,0,1
"Funds, Trusts, and Other Financial Vehicles..........",12,10,8,1,1,0,0,0,0,2,2,0,0,0,0,0
Finance and Insurance........................................,102,90,74,11,4,1,0,0,0,9,6,1,2,2,0,1
Real Estate..............................................................,246,220,171,44,2,2,0,0,1,25,19,0,6,0,0,1
Rental and Leasing Services....................................,129,94,79,14,1,0,0,0,0,32,20,2,10,1,0,2
Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)................................................,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Estate and Rental and Leasing..................,378,317,253,58,3,2,0,0,1,57,39,2,16,1,0,3
"Professional, Scientific, and Technical Services",259,195,157,35,2,1,0,0,0,56,43,2,11,3,0,5
Management of Companies and Enterprises......,57,49,34,13,2,0,0,0,0,8,7,0,1,0,0,0
Administrative and Support Services......................,2009,1719,1202,481,23,3,2,0,8,265,214,9,42,16,3,6
Waste Management and Remediation Services......,413,331,266,60,4,0,0,0,1,78,58,2,18,3,0,1
Administrative and Support and Waste Management and Remediation Services................,2422,2050,1468,541,27,3,2,0,9,343,272,11,60,19,3,7
Educational Services..........................................,326,246,197,44,4,1,0,0,0,71,56,5,10,0,1,8
Ambulatory Health Care Services..........................,431,320,275,40,1,0,0,4,0,103,84,1,18,2,0,6
Hospitals..................................................................,1328,1157,872,257,14,0,0,13,1,139,107,0,32,4,0,28
Nursing and Residential Care Facilities..................,1411,1153,960,176,5,1,0,11,0,234,179,7,48,12,0,12
Social Assistance....................................................,267,211,179,31,1,0,0,0,0,52,36,3,13,3,0,1
Health Care and Social Assistance....................,3437,2841,2286,504,21,1,0,28,1,528,406,11,111,21,0,47
