row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Chemical Manufacturing........................................,251,219,176,41,2,0,0,0,0,28,20,1,7,2,0,2
Plastics and Rubber Products Manufacturing..........,131,116,86,28,1,1,0,0,0,14,12,0,2,1,0,0
Nonmetallic Mineral Product Manufacturing........,233,208,142,63,2,1,0,0,0,21,15,0,6,0,0,4
32-Manufacturing..............................................,1238,1129,833,282,7,6,1,0,0,96,72,1,23,3,0,10
Primary Metal Manufacturing................................,364,339,255,84,0,0,0,0,0,24,13,2,9,1,0,0
Fabricated Metal Product Manufacturing................,215,194,145,47,2,0,0,0,0,20,12,2,6,1,0,0
Machinery Manufacturing......................................,265,253,188,63,1,1,0,0,0,11,6,0,5,0,1,0
Computer and Electronic Product Manufacturing..,44,37,23,10,4,0,0,0,0,7,7,0,0,0,0,0
"Electrical Equipment, Appliance, and Component Manufacturing........................................................",162,139,98,41,0,0,0,0,0,21,17,0,4,1,0,1
Transportation Equipment Manufacturing..............,872,830,580,247,2,1,0,0,0,38,25,0,13,2,0,2
Furniture and Related Product Manufacturing........,63,58,43,14,0,1,0,0,0,5,2,0,3,0,0,0
Miscellaneous Manufacturing................................,296,278,188,87,2,1,0,0,0,17,13,2,2,1,0,0
33-Manufacturing..............................................,2281,2128,1520,593,11,4,0,0,0,143,95,6,42,6,1,3
"Merchant Wholesalers, Durable Goods..................",171,147,105,36,1,2,0,1,2,23,13,2,8,1,0,0
"Merchant Wholesalers, Nondurable Goods............",325,282,224,57,1,0,0,0,0,39,23,1,15,0,0,4
Wholesale Electronic Markets and Agents and Brokers....................................................................,6,3,3,0,0,0,0,0,0,3,2,0,1,0,0,0
Wholesale Trade................................................,502,432,332,93,2,2,0,1,2,65,38,3,24,1,0,4
Motor Vehicle and Parts Dealers............................,178,149,131,17,1,0,0,0,0,28,15,1,12,0,0,1
Furniture and Home Furnishings Stores..................,24,20,19,1,0,0,0,0,0,4,3,1,0,0,0,0
Electronics and Appliance Stores............................,15,11,10,1,0,0,0,0,0,4,3,0,1,0,0,0
Building Material and Garden Equipment and Supplies Dealers......................................................,61,53,49,1,0,3,0,0,0,8,5,0,3,0,0,0
Food and Beverage Stores......................................,608,556,399,152,4,0,0,0,1,50,33,2,15,1,0,1
Health and Personal Care Stores............................,77,69,50,19,0,0,0,0,0,8,6,0,2,0,0,0
Gasoline Stations....................................................,10,7,6,1,0,0,0,0,0,3,2,0,1,0,0,0
Clothing and Clothing Accessories Stores..............,42,40,33,7,0,0,0,0,0,2,2,0,0,0,0,0
