row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Metal mining,4,4,4,0,0,"0,",752,676,439,439,0,0,237,752
Coal mining,4,3,1,2,0,1,604,578,219,36,183,0,359,122
011 and gas =traction,8,2,2,0,o,6,155,145,49,38,0,11,96,24
Mining and quarrying of nonmetallic minerals (except fuels),9,2,2,0,0,7,433,409,162,158,4,0,247,63
Mining,25,11,9,2,0,14,1944,1808,869,671,187,11,939,961
Construction,337,155,150,2,3,182,8980,7068,3363,3231,19,113,3705,3971
Wholesale trade,200,75,70,1,4,125,12951,11732,5179,4858,123,198,6553,4424
Retail trade,299,146,139,2,5,153,11562,10144,4666,4129,131,406',5478,4108
"Finance, insurance, and real estate",64,47,43,0,4,17,1575,1391,727,652,0,75,664,664
US Postal Service,2,0,0,0,0,2,79,75,31,0,31,0,44,0
Local and suburban transit and Interurban highway passenger transportation,133,81,76,0,5,52,9304,7814,4516,4125,7,384,3298,6343
Motor freight transportation and warehousing,256,112,106,3,3,144,12225,10881,5268,4977,165,126,5613,5132
Water transportation,15,8,s,o,0,7,434,340,170,170,• 0,0,170,208
Other transportation .,67,37,34,0,3,30,2601,2210,1070,1022,35,13,1140,753
Communication .,59,28,27,0,1,31,2772,2415,1218,1206,7,5,1197,1144
"Electnc, gas, and sanitary services",133,71,65,0,6,62,5696,5186,2642,2401,0,241,2544,2525
"Transportation, communication, and other utilities",663,337,316,3,18,326,33032,28846,14884,13901,214,769,13962,16105
"Hotels, rooming houses, camps, and other lodging places",68,34,32,0,2,34,4358,3684,1552,1495,0,57,2132,1386
Personal services,36,15,13,0,2,21,2487,1963,901,813,0,88,1062,1098
"Automotive repair, services, and garages",72,38,37,0,I,34,2150,1776,929,712,6,211,847,1550
Motion pictures,16,4,4,0,0,12,784,654,293,154,0,139,361,34
Amusement and recreation services (except motion pictures),43,23,20,2,1,20,2801,2262,1278,1097,123,58,984,2045
Health services,486,290,249,11,30,196,45858,38891,20966,15536,1840,3590,17925,23916
Educational services,37,24,17,1,6,13,2093,1803,1050,493,28,529,753,1314
Membership organizations,27,15,11,1,3,12,754,681,364,306,27,31,317,381
Business services,236,145,82,17,46,91,10509,7765,4692,2488,510,1694,3073,6855
