row_label,col_1,col_2,col_3
Hearings completed,'70,1,64
Decisions Issued after hearing,80,2,78
By Regional Directors,75,2,73
By Board,5,0,5
Transferred by Regional Directors for initial decision ..,0,0,0
Review of Regional Directors' decisions.,,,
Requests for review received,50,0,46
Withdrawn before request ruled upon,0,0,0
"Board action on requests ruled upon, total",38,0,34
Granted,8,,
Denied,29,,25
Remanded,1,,
"Withdrawn after request granted, before Board review",0,0,
"Board decision after review, total",5,0,5
Regional Directors' decisions:,,,
Affirmed,1,,1
Modified,1,,1
Reversed,3,,3
