row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Connecticut..........................................................,510,451,350,97,3,0,0,0,1,57,49,4,4,2,0,0
Massachusetts......................................................,842,715,556,123,23,12,0,1,0,118,93,5,20,1,1,7
Maine....................................................................,112,102,96,6,0,0,0,0,0,10,9,0,1,0,0,0
New Hampshire....................................................,51,42,37,5,0,0,0,0,0,8,7,0,1,1,0,0
Rhode Island........................................................,159,122,99,15,6,2,0,0,0,33,28,0,5,1,0,3
Vermont................................................................,60,51,45,6,0,0,0,0,0,9,6,1,2,0,0,0
Region I..........................................................,1734,1483,1183,252,32,14,0,1,1,235,192,10,33,5,1,10
Delaware..............................................................,120,99,79,18,2,0,0,0,0,19,10,1,8,1,0,1
New Jersey............................................................,1334,1101,813,235,27,21,0,0,5,221,181,4,36,4,0,8
New York............................................................,3488,2951,1923,920,49,23,9,6,21,505,434,11,60,14,0,18
Puerto Rico..........................................................,346,270,227,41,0,0,0,2,0,69,61,0,8,1,0,6
Virgin Islands......................................................,17,13,11,2,0,0,0,0,0,3,2,0,1,1,0,0
Region II..........................................................,5305,4434,3053,1216,78,44,9,8,26,817,688,16,113,21,0,33
District of Columbia............................................,192,148,87,54,4,0,0,1,2,41,32,7,2,1,0,2
Maryland..............................................................,465,372,297,65,5,1,0,1,3,87,72,2,13,5,0,1
Pennsylvania........................................................,1776,1477,1178,261,17,14,2,2,3,272,220,5,47,8,2,17
Virginia................................................................,393,335,284,51,0,0,0,0,0,58,45,1,12,0,0,0
West Virginia........................................................,397,347,292,49,5,0,0,0,1,47,41,2,4,1,1,1
Region III........................................................,3223,2679,2138,480,31,15,2,4,9,505,410,17,78,15,3,21
Alabama................................................................,400,353,310,40,0,0,0,0,3,47,42,1,4,0,0,0
Florida..................................................................,995,848,680,152,9,0,1,6,0,143,117,0,26,0,1,3
Georgia................................................................,433,370,287,79,3,1,0,0,0,54,46,0,8,0,1,8
Kentucky..............................................................,464,401,347,53,0,0,1,0,0,62,42,2,18,1,0,0
Mississippi............................................................,161,136,114,22,0,0,0,0,0,25,20,0,5,0,0,0
North Carolina......................................................,275,242,193,49,0,0,0,0,0,32,25,0,7,0,0,1
South Carolina......................................................,114,104,78,26,0,0,0,0,0,10,6,0,4,0,0,0
Tennessee............................................................,378,342,251,91,0,0,0,0,0,34,22,1,11,1,0,1
Region IV........................................................,3220,2796,2260,512,12,1,2,6,3,407,320,4,83,2,2,13
Illinois..................................................................,1988,1628,1091,393,73,40,3,0,28,340,280,12,48,15,0,5
Indiana..................................................................,698,609,483,112,8,5,0,0,1,83,66,2,15,2,0,4
Michigan..............................................................,2191,1859,1280,553,16,3,1,2,4,317,248,17,52,3,1,11
Minnesota............................................................,417,297,230,61,4,0,0,1,1,108,76,2,30,3,1,8
Ohio......................................................................,1731,1506,1148,,,3,1,2,3,207,168,6,33,,3,8
,,,,341,8,,,,,,,,,7,,
Wisconsin............................................................,678,557,425,128,1,2,0,1,0,99,46,4,49,12,0,10
