row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Oklahoma............................................................,240,199,144,54,1,0,0,0,0,37,29,2,6,1,0 0,3
Texas....................................................................,1199,1098,891,207,0,0,0,0,0,94,81,5,8,0,,7
Region VI........................................................,2187,1945,1549,389,3,2,0,1,1,228,178,8,42,2,0,12
Iowa......................................................................,304,230,204,24,1,0,0,1,0,72,54,5,13,1,0,1
Kansas..................................................................,227,190,144,41,5,0,0,0,0,35,26,0,9,0,0,2
Missouri................................................................,981,822,601,174,24,17,0,1,5,151,110,5,36,5,0,3
Nebraska..............................................................,82,64,56,7,0,1,0,0,0,16,12,2,2,0,0,2
Region VII......................................................,1594,1306,1005,246,30,18,0,2,5,274,202,12,60,6,0,8
Colorado..............................................................,484,443,365,69,7,1,1,0,0,41,34,2,5,0,0,0
Montana................................................................,84,61,53,8,0,0,0,0,0,19,6,1,12,1,0,3
North Dakota........................................................,32,21,17,1,0,0,0,3,0,10,7,0,3,0,0,1
South Dakota........................................................,25,14,14,0,0,0,0,0,0,11,7,1,3,0,0,0
Utah......................................................................,99,83,64,19,0,0,0,0,0,15,13,0,2,0,0,1
Wyoming..............................................................,27,20,15,5,0,0,0,0,0,7,6,0,1,0,0,0
Region VIII......................................................,751,642,528,102,7,1,1,3,0,103,73,4,26,1,0,5
American Samoa..................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona................................................................,414,358,317,36,5,0,0,0,0,55,45,1,9,0,0,1
California..............................................................,4028,3414,2607,728,53,11,3,2,10,571,457,12,102,22,2,19
Federated States of Micronesia............................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam....................................................................,3,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0
Hawaii..................................................................,417,369,301,67,0,0,0,1,0,47,26,4,17,1,0,0
Marshall Islands....................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands....................................,51,50,49,1,0,0,0,0,0,1,1,0,0,0,0,0
Nevada..................................................................,632 1,557,418,114,12 0,7,5,1,0,72,54,1,17,0 0,0 0,3 0
Palau.................................................................... Region IX........................................................,5546,1,1 3693,0 947,70,0 18,0,0,0,0,0,0,0 145,23,2,23
,,4750,,,,,8,4,10,748,585,18,,,,0
Idaho....................................................................,86,72,62,10,0,0,0,0,0,14,14,0,0,0,0,0
Alaska..................................................................,111,81,66,15,0,0,0,0,0,29,26,1,2,1,0,
Oregon..................................................................,370,268,209,48,4,4,2,0,1,89,69,0,20,6,0,7
Washington..........................................................,813,625,461,151,7,2,0,0,4,159,118,2,39,7,0,22
Region X..........................................................,1380,1046,798,224,11,6,2,0,5,291,227,3,61,14,0,29
"Total, all States and areas................................",35851,30175,23033,6269,476,212,33,34,118,5285,4246,146,893,137,12,242
