row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Health Care and Social Assistance.....................,3939,3122,2582,497,12,2,1,24,4,737,571,20,146,18,9,53
"Performing Arts, Spectator Sports and Related Industries.................................................................",201,174,88,79,3,2,1,0,1,24,23,0,1,0,0,3
"Museums, Historical Sites and Similar Institutions",11,9,6,3,0,0,0,0,0,2,2,0,0,0,0,0
"Amusement, Gambling and Recreation Industries..",246,214,157,57,0,0,0,0,0,29,15,1,13,1,0,2
"Arts, Entertainment and Recreation...................",458,397,251,139,3,2,1,0,1,55,40,1,14,1,0,5
Accommodation......................................................,586,524,397,122,5,0,0,0,0,61,40,2,19,1,0,0
Foodservices and Drinking Places...........................,476,420,328,85,5,0,0,0,2,51,31,4,16,0,0,5
Accommodation and Foodservices.....................,1062,944,725,207,10,0,0,0,2,112,71,6,35,1,0,5
Repair and Maintenance..........................................,248,180,155,25,0,0,0,0,0,66,59,0,7,1,0,1
Personal and Laundry Services...............................,353,287,232,43,9,0,0,2,1,64,50,2,12,1,0,1
"Religious, Grantmaking, Civic, and Professional and Similar Organizations.......................................",505,434,224,199,6,2,0,2,1,53,40,1,12,1,1,16
Private Households..................................................,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Other Services (except Public Administration)..,1109,904,613,268,15,2,0,4,2,183,149,3,31,3,1,18
"Executive, Legislative, Public Finance and General Government...............................................",13,11,10,1,0,0,0,0,0,2,2,0,0,0,0,0
"Justice, Public Order, and Safety.............................",90,68,53,14,1,0,0,0,0,19,16,0,3,2,1,0
Administration of Human Resource Programs........,24,16,14,2,0,0,0,0,0,7,5,1,1,0,0,1
Administration of Environmental Quality Programs..................................................................,5,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0
"Administration of Housing Programs, Urban Planning, and Community Development................",5,2,1,1,0,0,0,0,0,3,2,0,1,0,0,0
Administration of Economic Programs...................,16,15,14,1,0,0,0,0,0,1,1,0,0,0,0,0
Space Research and Technology.............................,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
National Security and International Affairs............,10,3,2,1,0,0,0,0,0,6,5,0,1,0,0,1
Public Administration.........................................,164,120,99,20,1,0,0,0,0,39,32,1,6,2,1,2
,429,339,250,88,1,0,0,0,0,86,,,15,2,0,2
Unclassified Establishments...............................,,,,,,,,,,,68,3,,,,165
"Total, all industrial groups...................................",31777,26880,19935,6191,440,155,29,30,100,4588,3608,141,839,127,17,
