row_label,col_1,col_2,col_3,col_4,col_5,col_6
"Pending October 1, 2008....................",8718,3634,2703,424,1938,19
Received fiscal 2009..........................,16541,5925,5236,767,4552,61
On docket fiscal 2009........................,25259,9559,7939,1191,6490,80
Closed fiscal 2009..............................,16499,5969,5262,744,4482,42
"Pending September 30, 2009..............",8760,3590,2677,447,2008,38
,CB Cases,CB Cases,CB Cases,CB Cases,CB Cases,CB Cases
"Pending October 1, 2008....................",1512,13,18,5,1331,145
Received fiscal 2009..........................,6000,26,200,15,5277,482
On docket fiscal 2009........................,7512,39,218,20,6608,627
Closed fiscal 2009..............................,5509,29,49,11,4971,449
"Pending September 30, 2009..............",2003,10,169,9,1637,178
,CC Cases,CC Cases,CC Cases,CC Cases,CC Cases,CC Cases
"Pending October 1, 2008....................",321,1,0,1,15,304
Received fiscal 2009..........................,208,6,8,1,17,176
On docket fiscal 2009........................,529,7,8,2,32,480
Closed fiscal 2009..............................,224,7,7,1,14,195
"Pending September 30, 2009..............",305,0,1,1,18,285
,CD Cases,CD Cases,CD Cases,CD Cases,CD Cases,CD Cases
"Pending October 1, 2008....................",35,3,1,0,5,26
Received fiscal 2009..........................,127,12,3,1,8,103
On docket fiscal 2009........................,162,15,4,1,13,129
Closed fiscal 2009..............................,119,13,4,0,8,94
"Pending September 30, 2009..............",43,2,0,1,5,35
,CE Cases,CE Cases,CE Cases,CE Cases,CE Cases,CE Cases
"Pending October 1, 2008....................",55,0,0,0,0,55
Received fiscal 2009..........................,15,0,0,0,1,14
On docket fiscal 2009........................,70,0,0,0,1,69
Closed fiscal 2009..............................,34,0,0,0,1,33
"Pending September 30, 2009..............",36,0,0,0,0,36
,CG Cases,CG Cases,CG Cases,CG Cases,CG Cases,CG Cases
"Pending October 1, 2008....................",18,0,0,0,1,17
Received fiscal 2009..........................,19,0,0,0,0,19
On docket fiscal 2009........................,37,0,0,0,1,36
Closed fiscal 2009..............................,27,0,0,0,0,27
"Pending September 30, 2009..............",10,0,0,0,1,9
,CP Cases,CP Cases,CP Cases,CP Cases,CP Cases,CP Cases
"Pending October 1, 2008....................",32,0,0,0,3,29
Received fiscal 2009..........................,33,2,1,0,2,28
On docket fiscal 2009........................,65,2,1,0,5,57
Closed fiscal 2009..............................,45,2,1,0,4,38
"Pending September 30, 2009..............",20,0,0,0,1,19
