row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Mountain..............................................,80,36,22,13,1,44,5962,3535,1564,922,579,63,1971,3292
Maine........................................................,9,3,3,0,0,6,380,334,146,107,39,0,188,106
Massachusetts............................................,32,14,1,12,1,18,5085,4143,2273,714,1276,283,1870,2449
New Hampshire........................................,7,4,2,2,0,3,425,322,215,65,150,0,107,332
Rhode Island............................................,12,7,2,3,2,5,723,625,281,58,105,118,344,400
Vermont....................................................,3,2,1,1,0,1,117,98,87,37,50,0,11,113
New England........................................,94,50,15,30,5,44,7939,6585,3558,1059,2081,418,3027,4046
Alaska........................................................,15,9,5,4,0,6,675,542,210,154,56,0,332,203
American Samoa......................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California..................................................,148,91,31,48,12,57,16649,12472,8486,1168,5075,2243,3986,9565
Federated States of Micronesia................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam........................................................,1,1,1,0,0,0,37,31,30,30,0,0,1,37
Hawaii......................................................,18,9,6,3,0,9,975,712,380,224,156,0,332,305
Marshall Islands........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands..........................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon......................................................,21,17,9,6,2,4,1745,1357,1059,508,217,334,298,1576
Palau..........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington..............................................,71,52,35,17,0,19,3907,2621,1943,1061,882,0,678,2702
Pacific..................................................,274,179,87,78,14,95,23988,17735,12108,3145,6386,2577,5627,14388
Delaware..................................................,9,5,3,2,0,4,356,265,137,87,50,0,128,124
District of Columbia................................,15,13,3,3,7,2,990,758,500,48,324,128,258,938
Florida......................................................,44,32,11,20,1,12,2975,2416,1495,484,1000,11,921,1722
Georgia......................................................,21,9,6,3,0,12,2171,1979,855,535,320,0,1124,1082
Maryland..................................................,47,28,9,14,5,19,6027,5071,3192,1729,1353,110,1879,3077
North Carolina..........................................,11,8,5,3,0,3,2728,2492,1086,993,93,0,1406,354
South Carolina.......................................... Virginia....................................................,7,3,3,0,0,4,197,185,100 743,87 514,13,0,85 704,43 853
,18,8,5,3,0,10,1623,1447,,,229,0,,
