row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Credit Intermediation and Related Activities..........,35,29,24,3,2,0,0,0,0,5,0,0,5,1,0,0
"Securities, Commodity Contracts, and Other Financial Investments and Related Activities........",13,13,10,2,1,0,0,0,0,0,0,0,0,0,0,0
Insurance Carriers and Related Activities..............,59,58,37,17,2,1,0,0,1,1,1,0,0,0,0,0
"Funds, Trusts, and Other Financial Vehicles..........",6,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Finance and Insurance........................................,138,130,96,26,6,1,0,0,1,7,1,0,6,1,0,0
Real Estate..............................................................,130,115,63,46,5,1,0,0,0,15,13,0,2,0,0,0
Rental and Leasing Services....................................,101,81,58,20,3,0,0,0,0,17,8,2,7,2,0,1
Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)................................................,4,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0
Real Estate and Rental and Leasing..................,235,199,124,66,8,1,0,0,0,33,22,2,9,2,0,1
"Professional, Scientific, and Technical Services",247,197,154,35,3,4,0,0,1,47,41,0,6,0,0,3
Management of Companies and Enterprises......,51,36,20,16,0,0,0,0,0,14,11,0,3,0,0,1
Administrative and Support Services......................,1896,1692,1133,527,14,10,3,0,5,187,147,2,38,14,1,2
Waste Management and Remediation Services......,360,291,181,101,5,4,0,0,0,68,50,1,17,1,0,0
Administrative and Support and Waste Management and Remediation Services................,2256,1983,1314,628,19,14,3,0,5,255,197,3,55,15,1,2
Educational Services..........................................,293,220,165,44,9,2,0,0,0,67,57,2,8,0,0,6
Ambulatory Health Care Services..........................,544,454,348,100,2,0,0,4,0,82,54,4,24,3,0,5
Hospitals..................................................................,1612,1390,1036,333,8,1,0,11,1,199,169,1,29,0,0,23
Nursing and Residential Care Facilities..................,1212,1018,754,255,6,0,0,3,0,175,132,3,40,14,0,5
Social Assistance....................................................,268,231,200,31,0,0,0,0,0,32,23,0,9,1,0,4
Health Care and Social Assistance....................,3636,3093,2338,719,16,1,0,18,1,488,378,8,102,18,0,37
"Performing Arts, Spectator Sports, and Related Industries................................................................",249,221,93,126,0,2,0,0,0,25,22,0,3,0,0,3
"Museums, Historical Sites, and Similar Institutions..............................................................",16,10,8,2,0,0,0,0,0,6,5,0,1,0,0,0
"Amusement, Gambling, and Recreation Industries",245,231,159,71,0,0,0,0,1,13,9,2,2,0,0,1
