row_label,col_1,col_2
"Engelhorn, John, & Sons",42,866
"Essex Rubber Co., Inc",50,283
"Everglades Paper Co., Jacksonville Paper Co",46,902
Fargo Foundry Co,48,495
Faultless Caster Corp,45,146
Fentress Coal and Coke Co,44,1033
Field Packing Co,48,850
Fiss Corp --,43,125
"Fitzpatrick & Weller, Inc",46,28
Ford Motor Co,50,534
Ford Motor Co,47,854
"France Foundry & Machine Co., The",49,122
Frank Bros. Company,44,898
"Freedman, S., & Sons, Idaho Traffic Assn., Meyer Friedman & Arthur E. Friedman, copartners d/b/a",48,1084
Frigo Bros. Cheese Co,50,464
Garod Radio Corp,47,677
Gatke Corp,48,962
General Petroleum Corp. of California,49,606
Glen Alden Coal Co,50,-656
"Gluck Bros. Co., Inc",49,724
Gluek Brewing Co. and Bach Transfer & Storage Co,47,1079
Granite City Steel Co,47,712
"Gray Envelope Mfg. Co., The",45,653
Greater New York Broadcasting Corp. and Arde Bulova,48,718
Greenport Basin Construction Co,42,377
Grieder Machine Tool & Die Co,49,1325
Gulf States Utilities Co,42,988
"Hamel, L. H., Leather Co.",45,760
"Hancock Brick & Tile Co., The",44,920
"Harbison-Walker Refractories, Inc",43,711
"Hardy, L., Co., The",44,1013
"Harkins, J. W., Harkins, J. W., Wholesale Co",47,650
"Harland, John H., Co",45,", 76"
"Harp, 0. G., Poultry & Egg Co",46,1129
"Haydu, S., & Sons",42,852
Hearst Mercantile Co,44,1342
"Heather Handkerchief Works, Inc",47,800
"Heckman Bldg. Products Co., RR & V. D. Heck, d/b/a",47,666
"Hill, H. G., Stores, Inc",49,184
Hill Independent Mfg. Co,50,768
"Hirsch Mercantile Co., The, The Famous Department Store and",45,377
"Original Army & Navy Store d/b/a Holden Bro., Inc., and Idaho Traffic Assn",48,1084
