row_label,col_1,col_2,col_3,col_4,col_5,col_6
"Hearings completed, total",814,793,709,11,73,9
Initial hearings,672,656,589,9,58,5
Hearings on objections and/or challenges,142,137,120,2,15,4
"Decisions issued, total",625,613,552,12,49,2
By Regional Directors,,564,506,11,47,2
Elections directed,520,512,464,8,40,0
Dismissals on record,55,52,42,3,7,2
By Board,53,52,46,2,4,0
Transferred by Regional Directors for initial deci- sion,5,5,5,0,0,
Elections directed,4,4,4,0,0,
Dismissals on record,1,1,1,0,0,
Review of Regional Directors' decisions:,,,,,,
Requests for review received,331,318,278,10,30,1
Withdrawn before request ruled upon,26,25,23,1,1,0
"Board action on request ruled upon, total",309,295,261,6,28,0
Granted ..,50,50,45,2,3,
Denied ....,255,241,212,4,25,
Remanded,4,4,4,0,0,
"Withdrawn after request granted, before Board review",1,,1,0,0,0
"Board decision after review, total",48,47,41,2,4,0
Regional Directors' decisions:,,,,,,
Affirmed,15,15,13,,1,
Modified,7,7,5,,2,
Reversed,26,25,23,,1,o
Outcome:,,,,,,
Election directed,43,43,38,2,3,0
Dismissals on record,5,4,3,0,1,0
