row_label,col_1,col_2,col_3,col_4,col_5,col_6
"All types, total:",,,,,,
Elections.................................,3 3062,8,2583,0,471,0
Eligible voters........................,203414,429,154511,0,48474,0
Valid votes.............................,167160,379,130796,0,35985,0
RC cases:,,,,,,
Elections.................................,2538,6,2128,0,404,0
Eligible voters........................,170964,411,131745,0,38808,0
Valid votes.............................,144475,363,111439,0,32673,0
RMcases:,,,,,,
Elections................................,46,0,38,0,8,0
Eligible voters........................,1974,0,1780,0,194,0
Valid votes.............................,1723,0,1550,0,173,0
RD cases:,,,,,,
Elections.................................,421,1,376,0,44,0
Eligible voters........................,25742,6,17415,0,8321,0
Valid votes.............................,17499,4,15068,0,2427,0
UD cases:,,,,,,
Elections.................................,57,1,41,0,15,
Eligible voters........................,4734,12,3571,0,1151,
Valid votes.............................,3463,12,2739,0,712,
