row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Illinois......................................................,128,80,30,50,0,48,7676,5991,3454,1152,2302,0,2537,4267
Indiana......................................................,48,27,15,11,1,21,2750,2404,1220,919,252,49,1184,1317
Michigan..................................................,72,38,11,25,2,34,3182,2675,1492,500,887,105,1183,1503
Ohio..........................................................,85,47,22,24,1,38,6971,5819,4079,2857,1190,32,1740,4804
Wisconsin..................................................,26,15,8,7,0,11,2303,2117,717,497,220,0,1400,511
East North Central................................,359,207,86,117,4,152,22882,19006,10962,5925,4851,186,8044,12402
Alabama....................................................,25,17,8,9,0,8,3112,3145,1699,762,937,0,1446,1119
Kentucky..................................................,17,7,3,4,0,10,1199,1132,549,306,229,14,583,545
Mississippi................................................,8,6,4,2,0,2,496,431,250,155,95,0,181,362
Tennessee..................................................,15,8,4,4,0,7,1200,1071,424,238,146,40,647,378
East South Central................................,65,38,19,19,0,27,6007,5779,2922,1461,1407,54,2857,2404
Puerto Rico................................................,47,23,1,8,14,24,3222,2427,1166,201,328,637,1261,1029
U.S. Minor Outlying Islands....................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands............................................,5,1,0,0,1,4,371,252,111,0,0,111,141,54
Island Areas..........................................,52,24,1,8,15,28,3593,2679,1277,201,328,748,1402,1083
New Jersey................................................,74,40,19,17,4,34,4756,3889,2177,748,1118,311,1712,2239
New York..................................................,338,235,119,96,20,103,16926,11643,7443,2094,4676,673,4200,12330
Pennsylvania............................................,91,51,23,27,1,40,6101,5744,2769,1292,1438,39,2975,2220
Middle Atlantic....................................,503,326,161,140,25,177,27783,21276,12389,4134,7232,1023,8887,16789
Arizona......................................................,11,8,3,5,0,3,622,503,235,14,204,17,268,164
Colorado....................................................,25,8,6,2,0,17,1193,1051,416,297,119,0,635,404
Idaho..........................................................,4,2,1,1,0,2,2653,631,292,227,65,0,339,2311
Montana....................................................,6,2,2,0,0,4,251,253,137,63,74,0,116,15
Nevada......................................................,18,9,5,3,1,9,674,606,280,195,39,46,326,214
New Mexico..............................................,11,5,3,2,0,6,328,302,156,118,38,0,146,171
Utah..........................................................,1,0,0,0,0,1,168,121,32,0,32,0,89,0
Wyoming..................................................,4,2,2,0,0,2,73,68,16,8,8,0,52,13
