row_label,col_1
2-R-1956,Sierra Steamship Co.
16-R-1242,Sinclair Refining Co.
16-R-1243,Sinclair Refining Co.
16-R-1244,Sinclair Refining Co.
16-R-1245,Sinclair Refining Co.
16-R-1579,Southland Cotton Oil Mill.
5-R-2207,"Sprunt, Alexander, & Son, Inc."
2-R-6085,"Squibb, E. R., & Sons."
11-R-829,Standard Oil Co.
9-R-1694,Standard Oil Co. of Ohio.
7-R-2018,Star Brass Works.
14-R-1237,Sterling Steel Casting Co.
2-R-5435,Sullivan Dry Dock & Repair Corp
2-R-1957,Sumatra Steamship Co.
20-R-1508,Sun Garden Packing Co.
13-RE-38,Superior Engraving Co.
13-R-3248,Superior Engraving Co.
8-R-1909,Swift & Co.
13-R-3149,Swift & Co.
16-R-1424,Swift & Co.
17-R-1176,Swift & Co.
18-R-1256,Swift & Co.
18-R-1351,Swift & Co.
10-R-1583,Taylor-Colquitt Co.
15-R-1612,"Texas Co., The"
2-R-5352,Todd Shipyards Corp.
8-R-1933,Truscon Steel Co.
1-R-2370,U. S. Finishing Co.
5-R-2145,Virginia Bridge Co.
20-R-1497,Walnut Creek Canning Co.
20-R-1496,Watsonville Canning Co.
19-R-1501,West Coast Telephone .Co.
19-R-1509,West Coast Telephone Co.
6-R-1304,Weston Glass Co.
5-R-2102,West Virginia Pulp & Paper Co.
10-R-1695,West Virginia Pulp & Paper Co.
2-R-5656,Westinghouse Electric International Co.
13-R-3209,Wisconsin Power & Light Co.
13-R-3232,Wisconsin Power & Light Co.
17-R-.1092,World Publishing Co.
