row_label,col_1,col_2,col_3
Hearings completed...........................................................................,74,1,62
Decisions issued after hearing...........................................................,90,6,69
By Regional Directors..................................................................,85,6,69
By Board......................................................................................,5,0,5
Transferred by Regional Directors for initial decision............,0,0,0
Review of Regional Directors' decisions:...............................,,,
Requests for review received..............................................,44,0,42
Withdrawn before request ruled upon................................,3,0,2
"Board action on requests ruled upon, total..........................",28,0,26
Granted ........................................................................,5,0,5
Denied............................................................................,20,0,18
Remanded.......................................................................,3,0,3
"Withdrawn after request granted, before Board review......",0,0,0
"Board decision after review, total.......................................",5,0,5
Regional Directors' decisions:.......................................,,,
Affirmed....................................................................,2,0,2
Modified....................................................................,0,0,0
Reversed....................................................................,3,0,3
