row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Maine,4,2,2,0,0,0,2,230,214,122,III,11,0,0,92,151
New Hampshire,1,1,0,1,0,0,0,19,18,12,0,12,0,0,6,19
Vermont,4,0,0,0,0,0,4,38,38,11,11,0,0,0,' 27,0
Massachusetts,26,6,5,1,0,0,20,626,548,188,100,36,20,32,360,134
Rhode Island,2,0,0,0,0,0,2,17,14,3,0,3,0,0,II,0
Connecticut,3,0,0,0,0,0,3,35,32,3,0,3,0,0,29,0
New England,40,9,7,2,0,0,31,965,864,339,222,65,20,32,525,304
New York,41,9,6,0,0,3,32,2075,1711,938,706,6,0,226,773,1210
New Jersey,18,5,2,1,0,2,13,712,596,237,199,11,0,27,359,109
Pennsylvania,57,10,5,3,I,1,47,1669,1458,624,479,87,22,36,834,576
Middle Atlantic,116,24,13,4,1,6,92,4456,3765,"1,799.",1384,104,22,289,1966,1895
Ohio,62,15,10,5,0,0,47,2517,2293,1063,962,101,0,0,1230,1050
Indiana,24,6,3,2,I,o,18,912,861,360,279,71,10,0,501,496
Illinois,51,14,4,7,3,0,37,892,821,339,214,56,69,0,482,353
Michigan,54,14,13,1,0,0,40,2632,2132,841,747,94,0,0,1291,772
Wisconsin,29,8,8,o,o,0,21,876,789,359,343,11,0,5,430,438
East North Central,220,57,38,15,4,0,163,7829,6896,2962,2545,333,79,5,3934,3109
Iowa,12,5,2,2,0,1,7,558,525,239,186,18,0,35,286,194
Minnesota,41,13,8,2,1,2,28,1480,1238,534,335,117,5,77,704,523
Missouri,33,6,4,1,0,1,27,1092,945,343,246,81,0,16,602,269
North Dakota,I,1,1,0,0,0,0,97,80,62,62,0,0,0,18,97
South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,1,0,0,0,0,0,1,30,24,5,5,0,0,0,19,0
Kansas,9,I,1,0,0,0,8,214,200,79,79,0,0,0,121,77
West,,,,,,,,,,,,,,,1750,1160
North Central,97,26,16,5,I,4,71,3471,3012,1262,913,216,5,128,,
