row_label,col_1,col_2,col_3
Hearings completed...........................................................................,39,1,37
Decisions issued after hearing...........................................................,,,
By Regional Directors..................................................................,58,4,51
By Board......................................................................................,4,0,4
Transferred by Regional Directors for initial decision............,0,0,0
Review of Regional Directors' decisions:...............................,,,
Requests for review received..............................................,39,2,21
Withdrawn before request ruled upon................................,1,1,0
"Board action on requests ruled upon, total..........................",20,1,19
Granted ........................................................................,7,0,7
Denied............................................................................,13,1,12
Remanded.......................................................................,0,0,0
"Withdrawn after request granted, before Board review......",1,0,1
"Board decision after review, total.......................................",4,0,4
Regional Directors' decisions:.......................................,,,
Affirmed....................................................................,10,0,1
Modified....................................................................,0,0,0
Reversed....................................................................,3,0,3
