row_label,col_1,col_2,col_3
Hearings completed..............................................................................,28,0,26
Decisions issued after hearing..............................................................,,,
By Regional Directors.....................................................................,36,3,27
By Board.........................................................................................,1,0,1
Transferred by Regional Directors for initial decision.........................,0,0,0
Review of Regional Directors' decisions:,,,
Requests for reviews received.........................................................,8,0,8
Withdrawn before request ruled upon.............................................,2,0,8
"Board action on request ruled upon, total.......................................",4,0,4
Granted.......................................................................................,0,0,0
Denied........................................................................................,4,0,4
Remanded...................................................................................,0,0,0
"Withdrawn after request granted, before Board review…………..",0,0,0
"Board decision after review, total...................................................",1,0,1
Regional Directors' decisions:,,,
Affirmed................................................................................,0,0,0
Modified................................................................................,0,0,0
Reversed................................................................................,1,0,1
