row_label,col_1,col_2,col_3,col_4,col_5,col_6
"All types, total:",,,,,,
Elections.................................,"3 2,194",74,1769,0,349,2
Eligible voters........................,155862,6268,111422,0,38060,112
Valid votes.............................,123770,4724,89486,0,29457,103
RC cases:,,,,,,
Elections.................................,1736,62,1364,0,308,2
Eligible voters........................,119653,5846,83487,0,30208,112
Valid votes.............................,94973,4441,66975,0,23454,103
RMcases:,,,,,,
Elections................................,39,1,34,0,4,0
Eligible voters........................,3174,17,2262,0,895,0
Valid votes.............................,2764,12,1920,0,832,0
RD cases:,,,,,,
Elections.................................,358,8,325,0,25,0
Eligible voters........................,27486,220,21415,0,5851,0
Valid votes.............................,22274,169,17798,0,4307,0
UD cases:,,,,,,
Elections.................................,61,3,46,0,12,
Eligible voters........................,5549,185,4258,0,1106,
Valid votes.............................,3759,102,2793,0,864,
