row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Puerto Rico................................................,33,21,11,0,10,12,1700,1159,692,351,0,341,467,888
Virgin Islands............................................,10,5,4,1,0,5,478,422,264,250,4,10,158,104
Outlying Areas....................................,43,26,15,1,10,17,2178,1581,956,601,4,351,625,992
Alaska........................................................,20,9,9,0,0,11,834,643,315,315,0,0,328,133
American Samoa......................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California..................................................,333,176,154,13,9,157,26236,21378,11403,8443,1026,1934,9975,13065
Federated States of Micronesia................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam........................................................,1,1,1,0,0,0,35,26,26,26,0,0,0,35
Hawaii......................................................,35,18,16,2,0,17,1318,1066,538,534,4,0,528,594
Marshall Islands........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands..........................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon......................................................,64,34,31,0,3,30,2560,1831,809,757,0,52,1022,1001
Palau..........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington..............................................,94,51,48,3,0,43,3764,3162,1660,1631,29,0,1502,1471
Pacific..................................................,547,289,259,18,12,258,34747,28106,14751,11706,1059,1986,13355,16299
Delaware..................................................,19,6,5,1,0,13,798,733,296,280,16,0,437,290
District Of Columbia................................,18,13,6,0,7,5,2074,1382,560,382,0,178,822,635
Florida......................................................,94,45,43,1,1,49,8796,7356,3509,3480,9,20,3847,3747
Georgia......................................................,35,17,15,2,0,18,3050,2731,1063,1053,10,0,1668,1025
Maryland..................................................,52,24,22,0,2,28,4565,3875,1792,1506,47,239,2083,1538
North Carolina..........................................,15,11,10,1,0,4,6032,5254,2830,2829,1,0,2424,5524
South Carolina..........................................,17,10,9,1,0,7,1919,1724,622,567,55,0,1102,561
Virginia....................................................,35,24,22,0,2,11,1729,1518,880,818,3,59,638,1288
West Virginia............................................,39,16,15,1,0,23,1813,1540,704,704,0,0,836,647
South Atlantic......................................,324,166,147,7,12,158,30776,26113,12256,11619,141,496,13857,15255
Iowa..........................................................,43,16,15,1,0,27,2880,2744,1051,1045,6,0,1693,676
Kansas......................................................,27,13,11,2,0,14,8924,7966,3042,2590,22,430,4924,4578
Minnesota..................................................,98,51,47,3,1,47,5493,4898,2380,2092,248,40,2518,2164
Missouri....................................................,104,47,46,1,0,57,6748,5901,2468,1467,55,946,3433,1263
Nebraska....................................................,10,2,2,0,0,8,669,610,242,195,47,0,368,63
