row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Motor Vehicle and Parts Dealers..............,37,16,16,0,0,21,957,833,460,456,0,4,373,545
Furniture and Home Furnishings Stores..,4,3,3,0,0,1,44,41,25,25,0,0,16,22
Electronics and Appliance Stores............,1,0,0,0,0,1,9,9,3,3,0,0,6,0
Building Material and Garden Equipment and Supplies Dealers................................,12,7,7,0,0,5,684,603,313,313,0,0,290,293
Food and Beverage Stores........................,55,17,17,0,0,38,5148,4648,1760,1753,0,7,2888,749
Health and Personal Care Stores..............,25,14,12,1,1,11,612,502,290,144,8,138,212,301
Gasoline Stations......................................,1,0,0,0,0,1,25,25,9,9,0,0,16,0
Clothing and Clothing Accessories Stores,4,2,2,0,0,2,74,69,40,40,0,0,29,62
44-Retail Trade....................................,139,59,57,1,1,80,7553,6730,2900,2743,8,149,3830,1972
"Sporting Goods, Hobby, Book and Music Stores........................................................",1,1,1,0,0,0,19,18,11,11,0,0,7,19
General Merchandise Stores....................,9,1,1,0,0,8,431,365,98,98,0,0,267,4
Miscellaneous Store Retailers..................,8,4,4,0,0,4,236,221,135,125,0,10,86,153
Nonstore Retailers....................................,2,0,0,0,0,2,3,14,5,5,0,0,9,0
45-Retail Trade....................................,20,6,6,0,0,14,689,618,249,239,0,10,369,176
Air Transportation....................................,10,7,5,2,0,3,178,142,80,76,4,0,62,97
Rail Transportation..................................,2,2,2,0,0,0,92,81,54,54,0,0,27,92
Water Transportation................................,1,0,0,0,0,1,11,11,5,5,0,0,6,0
Truck Transportation................................,79,44,44,0,0,35,2623,2244,1326,1326,0,0,918,1682
Transit and Ground Passenger Transportation..........................................,87,45,43,0,2,42,7011,5994,3082,2773,0,309,2912,3342
Pipeline Transportation............................,1,1,1,0,0,0,77,76,49,49,0,0,27,77
Scenic and Sightseeing Transportation....,4,2,2,0,0,2,319,281,140,140,0,0,141,136
Support Activities for Transportation......,46,31,29,1,1,15,2930,2603,1337,1177,141,19,1266,1290
48-Transportation................................,230,132,126,3,3,98,13241,11432,6073,5600,145,328,5359,6716
