row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Illinois......................................................................,1332,1161,802,288,32,30,3,0,6,146,105,5,36,18,0,7
Indiana....................................................................,515,456,338,101,6,4,2,0,5,55,36,5,14,4,0,0
Michigan..................................................................,1453,1326,876,441,4,3,0,1,1,108,81,4,23,6,0,13
Ohio........................................................................,1289,1192,898,278,9,5,0,1,1,90,59,5,26,4,0,3
Wisconsin................................................................,467,421,288,131,1,1,0,0,0,44,27,1,16,1,0,1
East North Central..............................................,5056,4556,3202,1239,52,43,5,2,13,443,308,20,115,33,0,24
Alabama..................................................................,408,384,320,64,0,0,0,0,0,24,17,1,6,0,0,0
Kentucky..................................................................,255,234,182,50,1,1,0,0,0,20,12,1,7,0,0,1
Mississippi..............................................................,132,115,86,29,0,0,0,0,0,17,14,1,2,0,0,0
Tennessee................................................................,359,336,260,75,1,0,0,0,0,20,16,0,4,1,0,2
East South Central..............................................,1154,1069,848,218,2,1,0,0,0,81,59,3,19,1,0,3
Puerto Rico..............................................................,439,396,305,89,0,0,0,2,0,40,33,1,6,1,0,2
U.S. Minor Outlying Islands..................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands..........................................................,27,19,17,2,0,0,0,0,0,7,5,0,2,0,0,1
Island Areas........................................................,466,415,322,91,0,0,0,2,0,47,38,1,8,1,0,3
New Jersey..............................................................,1247,1067,777,271,10,7,0,1,1,166,120,4,42,4,0,10
New York................................................................,3010,2628,1572,979,42,20,1,5,9,361,304,8,49,6,2,13
Pennsylvania............................................................,1217,1052,832,192,8,18,0,1,1,154,117,6,31,4,1,6
Middle Atlantic..................................................,5474,4747,3181,1442,60,45,1,7,11,681,541,18,122,14,3,29
Arizona....................................................................,369,342,265,72,4,0,0,0,1,25,18,1,6,0,0,2
Colorado..................................................................,368,340,267,71,2,0,0,0,0,28,20,0,8,0,0,0
Idaho........................................................................,45,36,30,6,0,0,0,0,0,9,7,0,2,0,0,0
Montana..................................................................,68,59,54,5,0,0,0,0,0,8,6,0,2,0,0,1
New Mexico............................................................,114,96,87,9,0,0,0,0,0,15,11,1,3,0,0,3
Nevada....................................................................,375,339,205,110,11,6,6,1,0,33,30,3,0,0,0,3
,95,83,55,,2,,1,0,0,12,6,,,,,0
Utah........................................................................,,,,25,,0,,,,,,3,3,0,0,
