row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Illinois......................................................................,1770,1493,1000,399,49,25,3,0,17,254,193,4,57,7,0,16
Indiana....................................................................,716,628,478,130,13,3,3,1,0,80,59,1,20,5,1,2
Michigan..................................................................,1707,1524,1029,466,14,3,2,9,1,164,132,1,31,10,0,9
Ohio........................................................................,1825,1612,1231,355,19,2,2,1,2,196,144,6,46,9,0,8
Wisconsin................................................................,516,433,324,94,12,1,1,0,1,73,35,5,33,4,0,6
East North Central..............................................,6534,5690,4062,1444,107,34,11,11,21,767,563,17,187,35,1,41
Alabama..................................................................,424,380,326,53,1,0,0,0,0,43,34,0,9,0,0,1
Kentucky..................................................................,440,400,322,69,7,1,0,0,1,40,32,0,8,0,0,0
Mississippi..............................................................,129,103,90,13,0,0,0,0,0,26,20,1,5,0,0,0
Tennessee................................................................,360,324,236,88,0,0,0,0,0,36,27,0,9,0,0,0
East South Central..............................................,1353,1207,974,223,8,1,0,0,1,145,113,1,31,0,0,1
New Jersey..............................................................,1198,927,682,214,21,5,2,1,2,263,233,1,29,2,3,3
New York................................................................,4120,2852,1787,929,82,24,10,4,16,1241,1173,7,61,14,1,12
Pennsylvania............................................................,1631,1356,1086,249,11,7,1,1,1,260,213,4,43,5,1,9
Middle Atlantic..................................................,6949,5135,3555,1392,114,36,13,6,19,1764,1619,12,133,21,5,24
Arizona....................................................................,305,266,208,55,3,0,0,0,0,39,29,1,9,0,0,0
Colorado..................................................................,469,417,344,73,0,0,0,0,0,52,37,1,14,0,0,0
Idaho........................................................................,75,59,50,8,0,1,0,0,0,14,10,1,3,0,0,2
Montana..................................................................,92,60,51,9,0,0,0,0,0,32,19,0,13,0,0,0
New Mexico............................................................,119,96,81,15,0,0,0,0,0,20,19,0,1,1,0,2
Nevada....................................................................,634,588,511,66,8,1,1,0,1,46,39,1,6,0,0,0
Utah........................................................................,87,74,50,17,7,0,0,0,0,13,9,0,4,0,0,0
Wyoming................................................................,49,43,41,2,0,0,0,0,0,6,5,0,1,0,0,0
Mountain............................................................,1830,1603,1336,245,18,2,1,0,1,222,167,4,51,1,0,4
,454,388,,,1,1,0,1,0,65,57,1,7,1,,0
Connecticut..............................................................,,,290,95,,,,,,,,,,,0,
