row_label,col_1,col_2,col_3,col_4,col_5,col_6
"Hearings completed, total......................................................",721,688,593,14,81,4
Initial hearing......................................................................,541,518,446,12,60,1
Hearing on objections and/or challenges............................,180,170,147,2,21,3
"Decisions issued, total............................................................",526,518,442,18,58,13
By Regional Director..........................................................,489,484,417,12,55,13
Elections directed..........................................................,420,406,353,8,45,13
Dismissals on record....................................................,69,78,64,4,10,0
By Board............................................................................,37,34,25,6,3,0
Transferred by Regional Directors for initial decision.,2,2,2,0,0,0
Elections directed...................................................,1,0,0,0,0,0
Dismissals on record..............................................,2,2,2,0,0,0
Review of Regional Directors' decisions:,,,,,,
Requests for review received..................................,264,249,193,16,40,0
Withdrawn before request ruled upon....................,38,35,28,1,6,0
"Board action on request ruled upon, total..............",252,238,183,20,35,0
Granted..............................................................,72,71,60,8,3,0
Denied..............................................................,155,146,110,7,29,0
Remanded........................................................,25,21,13,5,3,0
"Withdrawn after request granted, before Board review......................................................................",12,12,9,1,2,0
"Board decision after review, total..........................",35,32,23,6,3,0
Regional Directors' decisions:,,,,,,
Affirmed......................................................,9,9,5,2,2,0
Modified......................................................,1,1,1,0,0,0
Reversed......................................................,25,22,17,4,1,0
Outcome:,,,,,,
Election directed........................................,32,29,22,5,2,0
Dismissals on record...................................,3,3,1,1,1,0
"Decisions on Objections and/or Challenges, total..................",547,514,444,5,65,10
By Regional Directors........................................................,258,236,202,2,32,5
By Admininstrative Law Judges……….…………...…,8,8,8,0,0,0
By Board............................................................................,281,270,234,3,33,5
In stipulated elections..................................................,245,236,206,2,28,4
No Exceptions to Regional Directors' reports......,142,136,114,0,22,3
Exceptions to Regional Directors' reports..............,103,100,92,2,6,1
In directed elections ( after transfer by Regional Director)........................................................................,30,29,24,1,4,1
Review of Regional Directors' supplemental decisions: Request for review received..................................,35,33,25,1,7,1
Withdrawn before request ruled upon....................,1,1,0,0,1,0
