row_label,col_1,col_2,col_3,col_4,col_5,col_6
"Pending October 1, 1999....................","*22,033",16114,613,730,4473,103
Received fiscal 2000..........................,22094,15581,723,616,5114,60
On docket fiscal 2000........................,44127,31695,1336,1346,9587,163
Closed fiscal 2000..............................,22289,15838,626,564,5198,63
"Pending September 30, 2000..............",21838,15857,710,782,4389,100
,CB Cases,CB Cases,CB Cases,CB Cases,CB Cases,CB Cases
"Pending October 1, 1999....................",3160,50,6,11,2716,377
Received fiscal 2000..........................,6166,63,11,25,5312,755
On docket fiscal 2000........................,9326,113,17,36,8028,1132
Closed fiscal 2000..............................,6049,54,11,30,5271,683
"Pending September 30, 2000..............",3277,59,6,6,2757,449
,CC Cases,CC Cases,CC Cases,CC Cases,CC Cases,CC Cases
"Pending October 1, 1999....................",211,1,3,2,5,200
Received fiscal 2000..........................,567,9,5,1,43,509
On docket fiscal 2000........................,778,10,8,3,48,709
Closed fiscal 2000..............................,554,9,8,2,40,495
"Pending September 30, 2000..............",224,1,0,1,8,214
,CD Cases,CD Cases,CD Cases,CD Cases,CD Cases,CD Cases
"Pending October 1, 1999....................",55,2,0,0,0,53
Received fiscal 2000..........................,194,14,0,0,8,172
On docket fiscal 2000........................,249,16,0,0,8,225
Closed fiscal 2000..............................,174,15,0,0,6,153
"Pending September 30, 2000..............",75,1,0,0,2,72
,CE Cases,CE Cases,CE Cases,CE Cases,CE Cases,CE Cases
"Pending October 1, 1999....................",29,1,0,0,0,28
Received fiscal 2000..........................,22,0,0,2,5,15
On docket fiscal 2000........................,51,1,0,2,5,43
Closed fiscal 2000..............................,27,0,0,2,5,20
"Pending September 30, 2000..............",24,1,0,0,0,23
,CG Cases,CG Cases,CG Cases,CG Cases,CG Cases,CG Cases
"Pending October 1, 1999....................",10,0,0,0,0,10
Received fiscal 2000..........................,12,0,0,0,0,12
On docket fiscal 2000........................,22,0,0,0,0,22
Closed fiscal 2000..............................,18,0,0,0,0,18
"Pending September 30, 2000..............",4,0,0,0,0,4
,CP Cases,CP Cases,CP Cases,CP Cases,CP Cases,CP Cases
"Pending October 1, 1999....................",45,1,0,0,1,43
Received fiscal 2000..........................,133,3,2,0,11,117
On docket fiscal 2000........................,178,4,2,0,12,160
Closed fiscal 2000..............................,130,3,1,0,8,118
"Pending September 30, 2000..............",48,1,1,0,4,42
