row_label,col_1,col_2,col_3
Hearings completed...........................................................................,59,4,53
Decisions issued after hearing...........................................................,79,4,74
By Regional Directors..................................................................,64,3,60
By Board......................................................................................,15,1,14
Transferred by Regional Directors for initial decision............,0,0,0
Review of Regional Directors' decisions:...............................,,,
Requests for review received..............................................,35,1,34
Withdrawn before request ruled upon................................,1,0,1
"Board action on requests ruled upon, total..........................",55,1,52
Granted ........................................................................,15,1,14
Denied............................................................................,38,0,36
Remanded.......................................................................,2,0,2
"Withdrawn after request granted, before Board review......",0,0,0
"Board decision after review, total.......................................",15,1,14
Regional Directors' decisions:.......................................,,,
Affirmed....................................................................,2,0,2
Modified....................................................................,2,1,1
Reversed....................................................................,11,0,11
