row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Delaware...................................................,12,5,5,0,0,7,237,212,83,83,0,0,129,36
District Of Columbia.................................,18,13,6,1,6,5,496,351,267,110,16,141,84,389
Florida.......................................................,104,51,44,7,0,53,6973,5042,2380,2334,46,0,2662,4000
Georgia......................................................,23,12,12,0,0,11,1350,1129,481,481,0,0,648,489
Maryland...................................................,51,26,21,3,2,25,5351,4794,1849,1582,125,142,2945,1074
North Carolina...........................................,14,10,10,0,0,4,4797,3770,1660,1660,0,0,2110,733
South Carolina...........................................,11,7,5,1,1,4,603,585,319,267,33,19,266,405
Virginia.....................................................,36,19,18,0,1,17,2577,2284,1121,1038,0,83,1163,915
West Virginia............................................,23,12,12,0,0,11,1008,943,370,370,0,0,573,209
South Atlantic......................................,292,155,133,12,10,137,23392,19110,8530,7925,220,385,10580,8250
Iowa...........................................................,28,15,15,0,0,13,1265,1144,554,548,0,6,590,479
Kansas.......................................................,10,3,2,1,0,7,1070,925,383,238,145,0,542,380
Minnesota..................................................,76,37,34,3,0,39,5528,4402,2047,1966,81,0,2355,2169
Missouri....................................................,86,41,38,3,0,45,6247,5460,2587,2477,97,13,2873,1892
Nebraska....................................................,11,5,5,0,0,6,1100,1015,437,437,0,0,578,191
North Dakota.............................................,3,1,1,0,0,2,161,156,54,54,0,0,102,8
South Dakota.............................................,2,1,1,0,0,1,38,28,11,11,0,0,17,7
West North Central..............................,216,103,96,7,0,113,15409,13130,6073,5731,323,19,7057,5126
Arkansas....................................................,13,7,5,2,0,6,1251,1137,496,448,48,0,641,331
Louisiana...................................................,15,10,9,1,0,5,862,600,347,229,86,32,253,326
Oklahoma..................................................,22,10,6,4,0,12,2475,2238,707,643,64,0,1531,171
Texas.........................................................,69,33,24,3,6,36,5007,4375,2138,1889,132,117,2237,1641
West South Central..............................,119,60,44,10,6,59,9595,8350,3688,3209,330,149,4662,2469
"Total, all States and areas.....................",2744,1483,1302,99,82,1261,210488,176803,83987,74622,4367,4998,92816,81372
