row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Gasoline Stations.......................................,3,1,0,1,0,2,46,43,21,0,21,0,22,23
Clothing and Clothing Accessories Stores,3,2,1,1,0,1,298,253,119,4,115,0,134,24
44-Retail Trade....................................,72,30,13,17,0,42,2323,2076,1058,339,689,30,1018,976
"Sporting Goods, Hobby, Book, and Music",,,,,,,,,,,,,,
Stores..............................................,1,0,0,0,0,1,7,7,3,0,3,0,4,0
General Merchandise Stores.....................,9,4,0,4,0,5,88,72,50,0,50,0,22,68
Miscellaneous Store Retailers...................,1,1,0,1,0,0,9,9,9,0,9,0,0,9
Nonstore Retailers.....................................,3,1,1,0,0,2,166,154,48,6,42,0,106,7
45-Retail Trade....................................,14,6,1,5,0,8,270,242,110,6,104,0,132,84
Air Transportation....................................,6,6,3,1,2,0,866,765,417,387,12,18,348,866
Rail Transportation...................................,6,5,1,3,1,1,216,188,102,49,38,15,86,111
Water Transportation................................,2,2,1,1,0,0,16,10,6,6,0,0,4,16
Truck Transportation................................,57,42,14,26,2,15,2501,2078,1376,252,906,218,702,1356
Transit and Ground Passenger Transportation...........................................,182,151,37,113,1,31,14076,11569,7849,1695,6020,134,3720,11535
Pipeline Transportation.............................,2,1,0,1,0,1,6,6,4,0,4,0,2,4
Scenic and Sightseeing Transportation.....,1,1,1,0,0,0,18,18,13,13,0,0,5,18
Support Activities for Transportation.......,33,27,12,13,2,6,1489,1203,761,246,459,56,442,1254
48-Transportation and Warehousing....,289,235,69,158,8,54,19188,15837,10528,2648,7439,441,5309,15160
Couriers and Messengers..........................,6,5,1,4,0,1,132,116,71,27,44,0,45,106
Warehousing and Storage.........................,36,13,4,9,0,23,1816,1603,848,51,797,0,755,869
49-Transportation and Warehousing....,42,18,5,13,0,24,1948,1719,919,78,841,0,800,975
Publishing Industries (except Internet).....,5,3,2,1,0,2,137,125,63,47,16,0,62,88
Motion Picture and Sound Recording Industries...................................................,1,0,0,0,0,1,3,2,1,1,0,0,1,0
Broadcasting (except Internet)..................,6,3,2,1,0,3,296,265,125,119,6,0,140,55
Telecommunications.................................,12,6,6,0,0,6,780,716,305,305,0,0,411,102
Other Information Services.......................,15,10,6,3,1,5,173,164,105,74,25,6,59,135
Information...........................................,39,22,16,5,1,17,1389,1272,599,546,47,6,673,380
