row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Furniture and Home Furnishings Stores...,4,2,2,0,0,2,39,36,20,20,0,0,16,25
Electronics and Appliance Stores.............,2,1,1,0,0,1,58,52,29,29,0,0,23,45
Building Material and Garden Equipment and Supplies Dealers.................................,7,3,3,0,0,4,320,282,89,89,0,0,193,37
Food and Beverage Stores.........................,59,30,28,1,1,29,1699,1415,588,553,26,9,827,772
Health and Personal Care Stores...............,9,6,6,0,0,3,175,139,78,78,0,0,61,107
Gasoline Stations.......................................,2,1,1,0,0,1,23,19,11,11,0,0,8,14
Clothing and Clothing Accessories Stores,5,1,1,0,0,4,402,356,146,146,0,0,210,6
44-Retail Trade....................................,140,73,69,3,1,67,3640,3136,1348,1313,26,9,1788,1403
"Sporting Goods, Hobby, Book and Music Stores.........................................................",1,1,1,0,0,0,12,9,7,7,0,0,2,12
General Merchandise Stores.....................,16,7,7,0,0,9,2305,2018,975,975,0,0,1043,1354
Miscellaneous Store Retailers...................,6,3,3,0,0,3,141,126,49,47,0,2,77,40
Nonstore Retailers.....................................,3,1,1,0,0,2,73,68,22,22,0,0,46,6
45-Retail Trade....................................,26,12,12,0,0,14,2531,2221,1053,1051,0,2,1168,1412
Air Transportation.....................................,1,1,1,0,0,0,21,15,12,12,0,0,3,21
Rail Transportation...................................,2,2,2,0,0,0,94,87,83,83,0,0,4,94
Water Transportation................................,9,2,2,0,0,7,97,76,25,23,0,2,51,27
Truck Transportation.................................,80,42,41,0,1,38,2605,2193,1123,1120,0,3,1070,1368
Transit and Ground Passenger Transportation...........................................,82,39,36,0,3,43,7422,6035,3138,2994,11,133,2897,3457
Pipeline Transportation.............................,3,1,1,0,0,2,87,71,42,42,0,0,29,39
Scenic and Sightseeing Transportation.....,1,0,0,0,0,1,145,128,45,45,0,0,83,0
Support Activities for Transportation.......,40,20,19,0,1,20,1373,1211,703,671,3,29,508,977
48-Transportation.................................,218,107,102,0,5,111,11844,9816,5171,4990,14,167,4645,5983
