row_label,col_1,col_2
Subsections of Sec. 8(a): Total cases....................,16291,100.0
8(a)(1)....................................................................,2468,15.1
8(a)(1)(2)..............................................................,167,1.0
8(a)(1)(3)..............................................................,4899,30.1
8(a)(1)(4)..............................................................,113,0.7
8(a)(1)(5)..............................................................,6586,40.4
8(a)(1)(2)(3)..........................................................,87,0.5
8(a)(1)(2)(4)..........................................................,2,0
8(a)(1)(2)(5)..........................................................,77,0.5
8(a)(1)(3)(4)..........................................................,362,2.2
8(a)(1)(3)(5)..........................................................,1320,8.1
8(a)(1)(4)(5)..........................................................,24,0.1
8(a)(1)(2)(3)(4)......................................................,15,0.1
8(a)(1)(2)(3)(5)......................................................,64,0.4
8(a)(1)(2)(4)(5)......................................................,1,0
8(a)(1)(3)(4)(5)......................................................,99,0.6
8(a)(1)(2)(3)(4)(5)................................................,7,0
1,1,1
8(a)(1)....................................................................,16291,100.0
8(a)(2)....................................................................,420,2.6
8(a)(3)....................................................................,6853,42.1
8(a)(4)....................................................................,623,3.8
8(a)(5)....................................................................,8178,50.2
B. Charges filed against unions under Sec. 8(b) 1,B. Charges filed against unions under Sec. 8(b) 1,B. Charges filed against unions under Sec. 8(b) 1
Subsections of Sec. 8(b): Total cases....................,5979,100.0
8(b)(1)..................................................................,4672,78.1
8(b)(2)..................................................................,32,0.5
8(b)(3)..................................................................,290,4.9
8(b)(4)..................................................................,394,6.6
8(b)(5)..................................................................,4,0.1
8(b)(6)..................................................................,3,0.1
