row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Crop Production........................................,1,1,1,0,0,0,19,19,10,10,0,0,9,19
Animal Production....................................,6,3,3,0,0,3,990,840,418,418,0,0,422,305
Forestry and Logging................................,1,1,1,0,0,0,284,262,198,198,0,0,64,284
Support Activities for Agriculture and Forestry....................................................,1,0,0,0,0,1,29,27,10,10,0,0,17,0
"Agriculture, Forestry, Fishing, and Hunting......................................................",9,5,5,0,0,4,1322,1148,636,636,0,0,512,608
Oil and Gas Extraction..............................,3,3,3,0,0,0,106,98,71,71,0,0,27,106
Mining (except Oil and Gas)....................,21,4,4,0,0,17,1465,1385,474,474,0,0,911,99
Support Activities for Mining..................,4,0,0,0,0,4,272,254,98,98,0,0,156,0
Mining..................................................,28,7,7,0,0,21,1843,1737,643,643,0,0,1094,205
Utilities................................................,82,47,46,0,1,35,3659,3268,1551,1547,0,4,1717,1796
"Building, Developing and General Contracting................................................",33,18,17,0,1,15,1349,1049,660,449,0,211,389,835
Heavy Construction..................................,27,20,19,0,1,7,630,522,274,268,0,6,248,391
Special Trade Contractors........................,333,223,218,3,2,110,6281,4982,3179,3134,23,22,1803,4179
Construction........................................,393,261,254,3,4,132,8260,6553,4113,3851,23,239,2440,5405
Food Manufacturing..................................,98,39,36,3,0,59,10366,9232,4300,4074,226,0,4932,3970
Beverage and Tobacco Product Manufacturing..........................................,33,12,12,0,0,21,1625,1467,667,667,0,0,800,436
Textile Mills..............................................,4,0,0,0,0,4,303,285,123,123,0,0,162,0
Textile Product Mills................................,2,1,1,0,0,1,105,94,46,46,0,0,48,65
Apparel Manufacturing............................,6,4,4,0,0,2,312,251,160,157,3,0,91,206
31-Manufacturing................................,143,56,53,3,0,87,12711,11329,5296,5067,229,0,6033,4677
