row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Real Estate and Rental and Leasing..................,479,370,282,67,13,4,0,0,4,106,83,6,17,0,0,3
"Professional, Scientific and Technical Services",352,285,242,39,2,2,0,0,0,62,51,0,11,1,0,4
Management of Companies and Enterprises......,56,50,32,13,5,0,0,0,0,4,4,0,0,1,0,1
Administrative and Support Services......................,1459,1216,948,256,7,3,0,0,2,228,192,5,31,6,1,8
Waste Management and Remediation Services......,475,322,259,52,7,2,0,0,2,150,135,6,9,1,0,2
"Administrative and Support, Waste Management and Remediation Services................",1934,1538,1207,308,14,5,0,0,4,378,327,11,40,7,1,10
Educational Services..........................................,343,235,192,40,1,1,1,0,0,103,88,1,14,0,0,5
Ambulatory Health Care Services..........................,440,319,277,40,0,0,0,2,0,118,101,3,14,1,0,2
Hospitals..................................................................,1646,1264,1051,198,6,0,2,6,1,325,288,2,35,2,17,38
Nursing and Residential Care Facilities..................,1580,1233,1055,169,4,0,0,3,2,304,248,4,52,6,11,26
Social Assistance....................................................,338,258,219,36,2,0,0,1,0,73,60,0,13,4,0,3
Health Care and Social Assistance....................,4004,3074,2602,443,12,0,2,12,3,820,697,9,114,13,28,69
"Performing Arts, Spectator Sports and Related Industries................................................................",381,227,145,74,3,3,0,0,2,143,36,3,104,4,0,7
"Museums, Historical Sites and Similar Institutions",18,11,8,3,0,0,0,0,0,7,6,0,1,0,0,0
"Amusement, Gambling and Recreation Industries..",246,183,139,39,0,3,1,0,1,61,51,1,9,0,0,2
"Arts, Entertainment and Recreation..................",645,421,292,116,3,6,1,0,3,211,93,4,114,4,0,9
Accommodation......................................................,687,593,461,123,7,2,0,0,0,88,74,5,9,3,2,1
Foodservices and Drinking Places..........................,499,403,321,67,12,0,1,0,2,87,70,7,10,1,0,8
Accommodation and Foodservices....................,1186,996,782,190,19,2,1,0,2,175,144,12,19,4,2,9
Repair and Maintenance..........................................,348,269,207,53,4,4,0,0,1,75,65,1,9,0,0,4
Personal and Laundry Services..............................,350,241,202,35,2,1,0,0,1,108,91,3,14,1,0,0
"Religious, Grantmaking, Civic, and Professional and Similar Organizations......................................",311,273,161,111,1,0,0,0,0,26,23,0,3,2,1,9
Private Households..................................................,12,11,7,4,0,0,0,0,0,1,1,0,0,0,0,0
Other Services (except Public Administration)..,1021,794,577,203,7,5,0,0,2,210,180,4,26,3,1,13
"Executive, Legislative, Public Finance and",56,53,39,,0,,0,0,0,3,,,0,0,0,0
General Government..............................................,,,,14,,0,,,,,3,0,,,,
"Justice, Public Order, and Safety............................",80,62,46,16,0,0,0,0,0,14,13,0,1,1,0,3
