row_label,col_1,col_2,col_3
Sun Shipbuilding &Dry Dock Co,"June 23, 1938","June 24,1938","Aug. 7, 1939"
Swift &Co,"Oct. 17, 1938","Nov. 10, 1938","Mar 27, 1940"
Tampa Inter-Ocean Steamship Co,"Apr. 6, 1939","Apr. 6, 1939","July 31,1939"
Texas Mining &Smelting Co,"Feb. 14,1938","Feb. 25, 1938","July 25, 1939"
Thermoid Co,"Apr. 24, 1939","June 5, 1939",
Do,do,do,
Do,do,do,
Do,do,do,
Do,do,do,
Do,do,do,
Do,do,do,
Toledo Steel Tube Co,"Mar. 8, 1938","Mar. 8,","Oct. 3, 1939"
Tucker Oil Co,"Apr. 24,1936","Apr. 25,1936",
Twentieth Century-Fox Film,"Aug. 30,1938","Oct. 17,1938","July 22,1939"
Do,"Sept. 8, 1938","Oct. 19, 1938",Do.
Do,"Sept. 22, 1938","Oct. 20,1938",Do.
Union Forging Co,"May 15, 1939","May 23,1939",(9
,do,"May 15,1939","7,1939 Sept."
"Union Manufacturing Co., Inc United Artists Studio","Sept. 8, 1938","Oct. 19,1938","July 22, 1939"
Universal Film Exchange Inc,"May 26,1938","May 27,1938","July 1, 1939"
Universal Picture Co,"Aug. 30,1938","Oct. 17,1938","July 22, 1939"
Do,"Sept. 8, 1938","Oct. 19,1938",Do.
Universal Pictures et al,"Sept. 22,1938","Oct. 20, 1938",Do.
"Vail-Ballou Press, Inc Do","May 23,1938 do","May 27,1938 do","Sept. 15, 1939 Do. July 22, 1939"
Vanadium Corporation of America,"June 14, 1939","June 14,1939",
Van Camp's Inc,"May 15,1939","May 20,1939","Oct. 4, 1939"
Do,do,do,
Wade Manufacturing Co,"Apr. 27,1939","Apr. 27, 1939","Do. Aug. 26, 1939"
"Walgreen Drug Stores, Inc","Apr. 18, 1939",do,"Oct. 10, 1939"
Warner Bros,"Aug. 30, 1938 Sept. 8, 1938","Oct. 17, 1938 Oct. 19, 1938","July 22, 1939 Do."
Do,,,
Warner Bros. Pictures et al,"Sept. 22, 1938","Oct. 20, 1938","Do. Feb. 29, 1940"
H. R. Webb Neckwear Mfg. Co,"May 5, 1938","May 5, 1938",
"Weinberger Banana Co., Inc","Feb. 21, 1938","May 28, 1938","Dec. 27, 1939"
West Coast Wood Preserving Co,"May 29, 1939","May 29, 1939","Sept. 1, 1939"
Western Pipe &Steel Co,"Aug. 25, 1938","Feb. 11, 1939","Aug. 11, 1939"
Do,,do,Do.
Do,"Feb. 9, 1939 do",do,Do.
Western Union Telegraph Co,"June 22, 1939","June 24, 1939","Nov. 14, 1939"
Westinghouse Electric &Manufacturing Co,do,"June 23, 1939","Aug. 5, 1939"
West Kentucky Coal Co,"May 22, 1939","May 23, 1939","June 21,1940"
West Oregon Lumber Co,"Sept. 1, 1938","Sept. 2, 1938","Feb. 1, 1040"
Weyerhauser Timber Co,"Mar. 9, 1939","Mar. 18, 1939","Oct. 30, 1939"
Weyerhauser Timber Co. (Longview branch),do,do,Do.
Do,do,do,Do.
Whittier Mills Co,"Jan. 23, 1939","Jan. 26, 1939","Sept. 16, 1939"
Wilson &Co,"Nov. 28, 1938","Nov. 30, 1938","Jan. 27, 1940"
Do,"May 11, 1939","May 12, 1939","Aug. 7, 1939"
Woodward Iron Co,"May 1, 1930","May 5, 1939","July 17,"
,,,1939
