row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
New Mexico,2,2,2,0,0,0,624,571,372,372,0,0,199,624
Arizona,5,3,3,0,0,2,267,186,117,117,0,0,69,243
Utah,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,1,0,0,0,0,1,8,8,2,2,0,0,6,0
Mountain,14,7,6,0,1,7,1061,911,581,523,0,58,330,987
Washington,28,6,6,0,0,22,708,578,211,211,0,0,367,- 162
Oregon,14,2,2,0,0,12,834,722,281,281,0,0,441,156
California,39,9,9,0,0,30,2338,2026,911,865,0,46,1115,548
Alaska,1,0,0,0,0,1,99,70,32,32,0,0,38,0
Hawaii,7,2,2,0,0,5,327,258,114,19,0,95,144,32
Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pacific ',89,19,19,0,0,70,4306,3654,1549,1408,0,141,2105,898 -
Perto Rico,1,0,0,0,0,1,11,9,3,3,0,0,6,0
Virgin Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outlying Areas,1,0,0,0,0,1,11,9,3,3,0,0,6,0
"Total, all States and areas",456,147,135,1,11,309,22055,19119,9267,8490,82,695,9852,9877
