row_label,col_1,col_2,col_3,col_4,col_5,col_6
"All types, total:",,,,,,
Elections.................................,"3 2,962",4,2492,0,464,2
Eligible voters........................,198556,267,152393,0,45876,20
Valid votes.............................,167659,220,131023,0,36400,16
RC cases:,,,,,,
Elections.................................,2435,4,2053,0,378,0
Eligible voters........................,164291,267,128953,0,35071,0
Valid votes.............................,139669,220,111197,0,28252,0
RMcases:,,,,,,
Elections................................,59,0,48,0,9,2
Eligible voters........................,2345,0,1965,0,360,20
Valid votes.............................,2027,0,1702,0,309,16
RD cases:,,,,,,
Elections.................................,421,0,356,0,65,0
Eligible voters........................,28470,0,19704,0,8766,0
Valid votes.............................,23621,0,16898,0,6723,0
UD cases:,,,,,,
Elections.................................,47,0,35,0,12,
Eligible voters........................,3450,0,1771,0,1679,
Valid votes.............................,2342,0,1226,0,1116,
