row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Illinois......................................................,28,12,12,0,0,16,1396,1098,668,642,26,0,430,804
Indiana......................................................,12,4,4,0,0,8,560,489,224,207,17,0,265,210
Michigan..................................................,26,7,6,0,1,19,1301,1024,481,426,9,46,543,550
Ohio..........................................................,19,4,3,1,0,15,529,473,196,196,0,0,277,168
Wisconsin..................................................,16,9,9,0,0,7,922,839,535,535,0,0,304,825
East North Central................................,101,36,34,1,1,65,4708,3923,2104,2006,52,46,1819,2557
Alabama....................................................,9,1,1,0,0,8,381,372,155,155,0,0,217,119
Kentucky..................................................,9,2,2,0,0,7,762,707,337,337,0,0,370,434
Mississippi................................................,1,1,1,0,0,0,980,757,457,457,0,0,300,980
Tennessee..................................................,4,1,1,0,0,3,369,338,167,167,0,0,171,289
East South Central................................,23,5,5,0,0,18,2492,2174,1116,1116,0,0,1058,1822
New Jersey................................................,14,6,6,0,0,8,828,766,352,352,0,0,414,354
New York..................................................,23,11,9,1,1,12,1302,1037,600,499,92,9,437,952
Pennsylvania............................................,22,12,11,0,1,10,1428,1174,714,654,3,57,460,1074
Middle Atlantic....................................,59,29,26,1,2,30,3558,2977,1666,1505,95,66,1311,2380
Arizona......................................................,3,0,0,0,0,3,51,48,16,16,0,0,32,0
Colorado....................................................,7,2,2,0,0,5,153,139,54,52,2,0,85,21
Idaho..........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana....................................................,6,0,0,0,0,6,103,92,22,21,1,0,70,0
Nevada......................................................,6,2,2,0,0,4,178,124,40,40,0,0,84,37
New Mexico..............................................,4,3,1,2,0,1,406,385,236,67,169,0,149,343
Utah..........................................................,3,1,1,0,0,2,166,125,89,89,0,0,36,143
Wyoming..................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mountain..............................................,29,8,6,2,0,21,1057,913,457,285,172,0,456,544
Connecticut..............................................,4,1,1,0,0,3,67,58,31,31,0,0,27,33
Maine........................................................,3,0,0,0,0,3,93,73,23,23,0,0,50,0
Massachusetts............................................,6,2,2,0,0,4,123,118,38,38,0,0,80,28
New Hampshire........................................,1,1,1,0,0,0,28,25,16,16,0,0,9,28
Rhode Island............................................,1,1,1,0,0,0,144,122,83,83,0,0,39,144
Vermont....................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
