row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Maryland..................................................................,465,372,297,65,5,1,0,1,3,87,72,2,13,5,0,1
North Carolina.........................................................,275,242,193,49,0,0,0,0,0,32,25,0,7,0,0,1
South Carolina.........................................................,114,104,78,26,0,0,0,0,0,10,6,0,4,0,0,0
Virginia....................................................................,393,335,284,51,0,0,0,0,0,58,45,1,12,0,0,0
West Virginia..........................................................,397,347,292,49,5,0,0,0,1,47,41,2,4,1,1,1
South Atlantic.....................................................,3384,2865,2277,543,28,2,1,8,6,491,394,13,84,8,3,17
Iowa.........................................................................,247,204,172,31,0,0,0,0,1,42,37,2,3,0,0,1
Kansas......................................................................,179,155,110,44,1,0,0,0,0,23,17,1,5,0,0,1
Minnesota................................................................,417,297,230,61,4,0,0,1,1,108,76,2,30,3,1,8
Missouri...................................................................,698,603,459,131,9,2,0,0,2,93,61,5,27,1,0,1
North Dakota...........................................................,15,9,7,2,0,0,0,0,0,6,6,0,0,0,0,0
Nebraska..................................................................,87,72,66,6,0,0,0,0,0,15,12,1,2,0,0,0
South Dakota...........................................................,30,20,16,4,0,0,0,0,0,8,6,0,2,0,0,2
West North Central............................................,1673,1360,1060,279,14,2,0,1,4,295,215,11,69,4,1,13
Arkansas..................................................................,231,204,167,37,0,0,0,0,0,26,18,2,6,0,0,1
Louisiana.................................................................,343,287,192,95,0,0,0,0,0,55,40,2,13,0,0,1
Oklahoma................................................................,215,185,148,34,3,0,0,0,0,29,21,4,4,0,0,1
Texas........................................................................,1194,1074,806,267,1,0,0,0,0,117,99,3,15,0,0,3
West South Central.............................................,1983,1750,1313,433,4,0,0,0,0,227,178,11,38,0,0,6
"Total, all States and areas..................................",31736,26885,19939,6192,440,155,29,30,100,4549,3583,138,828,125,17,160
