row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Couriers and Messengers..........................,18,12,12,0,0,6,784,600,349,336,13,0,251,534
Warehousing and Storage Facilities..........,65,27,25,0,2,38,4937,4476,1793,1657,0,136,2683,1345
49-Transportation.................................,83,39,37,0,2,44,5721,5076,2142,1993,13,136,2934,1879
Publishing Industries.................................,23,9,9,0,0,14,672,604,282,282,0,0,322,363
Motion Picture and Sound Recording Industries...................................................,2,1,1,0,0,1,39,36,15,15,0,0,21,3
Broadcasting and Telecommunications....,74,28,27,0,1,46,4560,4122,1494,1486,0,8,2628,993
Information Services and Data Processing Services...................................,6,4,4,0,0,2,150,138,57,53,0,4,81,42
Information...........................................,105,42,41,0,1,63,5421,4900,1848,1836,0,12,3052,1401
Monetary Authorities-Central Bank........,2,1,1,0,0,1,97,80,37,37,0,0,43,48
Credit Intermediation and Related Activities...................................................,4,2,2,0,0,2,232,219,78,78,0,0,141,65
"Securities, Commodity Contracts and Other Intermediation and Related Activities...................................................",2,2,0,2,0,0,63,55,54,0,54,0,1,63
Insurance Carriers and Related Activities.,3,0,0,0,0,3,4944,3886,2113,2113,0,0,1773,964
Finance and Insurance..........................,11,5,3,2,0,6,5336,4240,2282,2228,54,0,1958,1140
Real Estate.................................................,13,8,5,2,1,5,136,122,70,44,19,7,52,62
Rental and Leasing Services.....................,26,10,10,0,0,16,803,730,367,367,0,0,363,252
Owners and Lessors of Other Non-,,,,,,,,,,,,,,
Financial Assets........................................,1,1,1,0,0,0,13,11,8,8,0,0,3,13
Real Estate and Rental and Leasing.....,40,19,16,2,1,21,952,863,445,419,19,7,418,327
"Professional, Scientific and Technical Services................................................",39,22,18,1,3,17,1369,1195,573,463,11,99,622,450
