row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
"Performing Arts, Spectator Sports, and Related Industries................................................................",201,165,115,41,3,2,4,0,0,35,31,1,3,0,0,1
"Museums, Historical Sites, and Similar Institutions..............................................................",14,12,10,2,0,0,0,0,0,1,0,0,1,1,0,0
"Amusement, Gambling, and Recreation Industries",184,165,109,56,0,0,0,0,0,16,10,0,6,1,0,2
"Arts, Entertainment, and Recreation..................",399,342,234,99,3,2,4,0,0,52,41,1,10,2,0,3
Accommodation......................................................,616,554,416,131,4,0,1,0,2,61,43,6,12,0,0,1
Food Services and Drinking Places........................,437,391,284,87,7,0,1,4,8,44,31,4,9,2,0,0
Accommodation and Food Services..................,1053,945,700,218,11,0,2,4,10,105,74,10,21,2,0,1
Repair and Maintenance..........................................,225,187,140,46,0,0,0,0,1,38,29,1,8,0,0,0
Personal and Laundry Services..............................,259,215,167,45,3,0,0,0,0,41,23,0,18,1,1,1
"Religious, Grantmaking, Civic, Professional, and Similar Organizations..............................................",412,376,245,127,2,0,0,0,2,35,20,0,15,1,0,0
Private Households..................................................,11,9,8,1,0,0,0,0,0,2,2,0,0,0,0,0
Other Services (except Public Administration)..,907,787,560,219,5,0,0,0,3,116,74,1,41,2,1,1
"Executive, Legislative, and Other General Government Support..............................................",13,12,7,5,0,0,0,0,0,0,0,0,0,0,0,1
"Justice, Public Order, and Safety Activities............",75,40,32,8,0,0,0,0,0,32,29,1,2,3,0,0
Administration of Human Resource Programs........,16,14,11,3,0,0,0,0,0,2,1,1,0,0,0,0
Administration of Environmental Quality Programs..................................................................,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Administration of Housing Programs, Urban Planning, and Community Development................",7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Administration of Economic Programs..................,19,17,13,4,0,0,0,0,0,2,2,0,0,0,0,0
Space Research and Technology............................,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
National Security and International Affairs............,15,11,9,2,0,0,0,0,0,4,4,0,0,0,0,0
Public Administration........................................,147,101,79,22,0,0,0,0,0,42,36,2,4,3,0,1
"Total, all industrial groups..................................",26728,23091,16887,5622,342,109,32,32,67,3354,2489,108,757,119,10,154
