row_label,col_1,col_2
A. Charges filed against employers under Sec. 8(a),A. Charges filed against employers under Sec. 8(a),A. Charges filed against employers under Sec. 8(a)
Subsections of Sec. 8(a): Total cases....................,21512,100.0
8(a)(1)....................................................................,3465,16.1
8(a)(1)(2)..............................................................,160,0.7
8(a)(1)(3)..............................................................,7489,34.8
8(a)(1)(4)..............................................................,141,0.7
8(a)(1)(5)..............................................................,7583,35.3
8(a)(1)(2)(3)..........................................................,112,0.5
8(a)(1)(2)(4)..........................................................,1,0
8(a)(1)(2)(5)..........................................................,84,0.4
8(a)(1)(3)(4)..........................................................,455,2.1
8(a)(1)(3)(5)..........................................................,1825,8.5
8(a)(1)(4)(5)..........................................................,17,0.1
8(a)(1)(2)(3)(4)......................................................,4,0
8(a)(1)(2)(3)(5)......................................................,56,0.3
8(a)(1)(2)(4)(5)......................................................,2,0
8(a)(1)(3)(4)(5)......................................................,106,0.5
8(a)(1)(2)(3)(4)(5)................................................,12,0.1
1,1,1
8(a)(1)....................................................................,21512,100.0
8(a)(2)....................................................................,431,2.0
8(a)(3)....................................................................,10059,46.8
8(a)(4)....................................................................,738,3.4
8(a)(5)....................................................................,9685,45.0
B. Charges filed against unions under Sec. 8(b),B. Charges filed against unions under Sec. 8(b),B. Charges filed against unions under Sec. 8(b)
Subsections of Sec. 8(b): Total cases....................,6552,100.0
8(b)(1)..................................................................,4941,75.4
8(b)(2)..................................................................,69,1.1
8(b)(3)..................................................................,327,5.0
8(b)(4)..................................................................,614,9.4
8(b)(5)..................................................................,1,0
8(b)(6)..................................................................,5,0.1
8(b)(7)..................................................................,95,1.4
8(b)(1)(2)..............................................................,399,6.1
8(b)(1)(3)..............................................................,76,1.2
8(b)(1)(5)..............................................................,2,0
8(b)(2)(3)..............................................................,3,0
8(b)(3)(6)..............................................................,1,0
8(b)(1)(2)(3)..........................................................,14,0.2
8(b)(1)(2)(6)..........................................................,2,0
8(b)(1)(3)(5)..........................................................,2,0
8(b)(1)(2)(3)(5).....................................................,1,0
