row_label,col_1,col_2,col_3,col_4,col_5,col_6
"Decisions on objections and/or challenges, total",1507,1460,1320,47,93,19
By regional directors,412,393,356,18,19,10
By Board,1095,1076,973,29,74,9
In stipulated elections,1051,1024,922,29,73,7
No exceptions to regional directors' reports,587,56.3,475,27,61,7
Exceptions to regional directors' reports,464,461,447,2,12,0
In directed elections (after transfer by re- gional director),46,4.5,44,0,1,2
Review of Regional 'directors' supplemental decisions,,,,,,
Request for review received,58,54,50,2,2,3
Withdrawn before request ruled upon_ _ _.,0,0,0,- 0,0,0
"Board action on request ruled upon, total",45,44,_ 41,2,1,1
Granted,8,8,8,0,0,0
Denied_,35,34,32,1,1,1
Remanded,2,2,1,1,0,0
"Withdrawn after request granted, before Board review",0,0,0,0,0,0
"Board decision after review, total",7,7,7,0,0,0
Regional directors' decisions Affirmed,2,2,2,0,0,0
Modified,0,0,0,0,0,0
Reversed,5,5,5,0,0,0
