row_label,col_1,col_2,col_3
All Cases,,Objections/Challenges: Elections Conducted,11A
Received-Closed-Pending,1,Disposition,11D
Distribution of Intake.,,Party Filing.,11C
by Industry,5,Rerun Results,11E
Geographic,"6A,B",Ruled on,11B
,,Size of units,17
Court Litigation,,Types of Elections Union-Shop Deauthorization,11
Appellate Decisions,19A,Polls-Results of.,12
Enforcement and Review,19,Valid Votes Cast.,14
Injunction Litigation.,20,Unfair Labor Practice Cases,
Miscellaneous Litigation,21,,
Representation and Union,,"Received-Closed-Pending Allegations, Types of Disposition","1, lA 2"
Deauthorization Cases General,,by Method,7
,,by Stage,8
Received-Closed-Pending Disposition.,"1,1B",Junsdtctional Dispute Cases (Before Complaint).. ..,7A
by Method. by Stage. . . .,10 9,Remedial Actions Taken Size of Establishment.,4
Formal Action Taken,3B,(Number of Employees) .,18
Processing Time .,23,Processing Time.,23
Elections,,Amendment of Certification and Unit Clarification,
Final Outcome,13,Cases,
Geographic Distribution .,"15A,B",Received-Closed-Pending,1
Industnal Distribution . .,16,Disposition by Method,10A
,,Formal Actions Taken ..,3C
,,Advisory Opinions,
,,Received-Closed-Pending,22
,,Disposition by Method,22A
