row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11
Under Sec. 10(j) total…………………...,32,4,28,25,14,5,6,0,0,0,7
8(a)(1)…………………………….,1,0,1,1,0,1,0,0,0,0,0
8(a)(1)(2)(3)………………………,2,0,2,2,1,1,0,0,0,0,0
8(a)(1)(3)…………….……………,6,0,6,5,4,0,1,0,0,0,1
8(a)(1)(3)(4)………………………,1,0,1,0,0,0,0,0,0,0,1
8(a)(1)(3)(4)(5)...…………………,2,1,1,1,1,0,0,0,0,0,1
8(a)(1)(3)(5)………………………,7,2,5,5,2,2,1,0,0,0,2
8(a)(1)(5)………………………….,11,1,10,9,5,0,4,0,0,0,2
8(a)(1)(2)(3)(4) 8(b)(1)(A)..………,1,0,1,1,0,1,0,0,0,0,0
8(b)(1)(A)...…….…………………,1,0,1,1,1,0,0,0,0,0,0
Under Sec. 10(l) total…………………...,12,2,10,9,3,3,2,1,0,0,3
8(b)(4)(B)…………………………,4,0,4,3,2,0,1,0,0,0,1
8(b)(4)(D) …...…..………………..,2,0,2,2,0,1,0,1,0,0,0
8(b)(4)(B 8(b)(4(A)…………….,1,0,1,1,0,1,0,0,0,0,0
8(b)(4)(D 8(b)(4)(B)…………….,1,0,1,1,0,0,1,0,0,0,0
8(b)(4)(B) 8(b)(7)(C…………….,1,1,0,0,0,0,0,0,0,0,0
8(b)(7)(A)………………………...,3,1,2,2,1,1,0,0,0,0,1
