row_label,col_1,col_2,col_3,col_4,col_5,col_6
"Pending October 1, 2006....................","*10,804",4653,3501,408,2215,27
Received fiscal 2007..........................,16291,5887,5441,650,4263,50
On docket fiscal 2007........................,27095,10540,8942,1058,6478,77
Closed fiscal 2007..............................,17058,6269,5806,680,4254,49
"Pending September 30, 2007..............",10037,4271,3136,378,2224,28
,CB Cases,CB Cases,CB Cases,CB Cases,CB Cases,CB Cases
"Pending October 1, 2006....................",2006,10,26,8,1739,223
Received fiscal 2007..........................,5523,18,27,26,4932,520
On docket fiscal 2007........................,7529,28,53,34,6671,743
Closed fiscal 2007..............................,5624,18,32,25,5014,535
"Pending September 30, 2007..............",1905,10,21,9,1657,208
,CC Cases,CC Cases,CC Cases,CC Cases,CC Cases,CC Cases
"Pending October 1, 2006....................",226,1,5,0,9,211
Received fiscal 2007..........................,306,2,5,0,18,281
On docket fiscal 2007........................,532,3,10,0,27,492
Closed fiscal 2007..............................,246,3,3,0,15,225
"Pending September 30, 2007..............",286,0,7,0,12,267
,CD Cases,CD Cases,CD Cases,CD Cases,CD Cases,CD Cases
"Pending October 1, 2006....................",43,3,0,0,3,37
Received fiscal 2007..........................,88,4,4,1,5,74
On docket fiscal 2007........................,131,7,4,1,8,111
Closed fiscal 2007..............................,101,4,4,1,4,88
"Pending September 30, 2007..............",30,3,0,0,4,23
,CE Cases,CE Cases,CE Cases,CE Cases,CE Cases,CE Cases
"Pending October 1, 2006....................",11,1,1,0,1,8
Received fiscal 2007..........................,48,2,1,2,4,39
On docket fiscal 2007........................,59,3,2,2,5,47
Closed fiscal 2007..............................,30,3,1,0,5,21
"Pending September 30, 2007..............",29,0,1,2,0,26
,CG Cases,CG Cases,CG Cases,CG Cases,CG Cases,CG Cases
"Pending October 1, 2006....................",9,0,0,0,1,8
Received fiscal 2007..........................,13,0,0,0,0,13
On docket fiscal 2007........................,22,0,0,0,1,21
Closed fiscal 2007..............................,12,0,0,0,0,12
"Pending September 30, 2007..............",10,0,0,0,1,9
,CP Cases,CP Cases,CP Cases,CP Cases,CP Cases,CP Cases
"Pending October 1, 2006....................",24,0,1,0,1,22
Received fiscal 2007..........................,62,1,1,1,4,55
On docket fiscal 2007........................,86,1,2,1,5,77
Closed fiscal 2007..............................,59,1,2,1,3,52
"Pending September 30, 2007..............",27,0,0,0,2,25
