row_label,col_1,col_2
Mirror Products Co,39,73
Mississippi Valley Barge Line Co,38,206
Mitchell Battery Co,35,198
Mojonnier Bros. Co,41,557
"Monarch Aluminum Mfg. Co., The",41,1
Monarch Mills,41,1248
Monark Battery Co' Inc,35,24
Monogram Pictures Corp,41,307
Monolith Portland Cement Co,35,1329
"Montgomery Ward & Co., Detroit, Mich",36,69
"Montgomery Ward & Co., Chicago, Ill",38,297
"Montgomery Ward & Co., Wichita, Kans",38,340
"Montgomery Ward & Co., Denver, Colo",41,122
Morse Twist Drill & Machine Co,36,1096
Morten-Davis Co,36,804
Mueller Brass Co,39,167
Muncie Elwood Lamp Co,40,1096
Murphy Timber Co,37,487
Nachman Spring Filled Corp,34,689
National Erie Corp,38,638
"National Fireworks, Inc",33,1115
National Laundry Co,36,1204
National Lead Co. (Titanium Division),35,1075
"National Metal Art Mfg. Co., Inc",37,561
"National Sanitary Co., The",35,1040
"National Screen Service Corp., National Service",41,1009
National Tea Co,35,340
"National Tube Co., The",33,1248
"National Vulcanized Fibre Co., Newark Fibre Division",36,46
Natural Gas Pipe Line Co. of America,40,1193
"Navy Yard Cafeterias, Miss H. K. Dickson d/b/a",41,1230
Neenah Milk Products Co,39,191
Neptune Boat & Davit Corp,41,1139
Nevada Consolidated Copper Corp,38,1346
Nevada Consolidated Copper Corp,40,986
New Castle Products,34,683
New England Collapsible Tube Co,37,568
"Newfield, Frank, Inc., Estate of",34,77
"New Haven Clock Co., The",34,601
New Jersey Broadcasting Corp,41,1221
New Jersey Worsted Mills,35,1303
New Process Metal Corp,39,631
New York Central Iron Works,37,894
New York and Cuba Mail S. S. Co,34,1028
New York and Porto Rico S. S. Co,34,1028
"North Electric Mfg. Co., The",41,944
"Northern Electrotype Co., Inc",36,832
