row_label,col_1,col_2,col_3,col_4,col_5,col_6
"All types, total:",,,,,,
Elections...................................,1955,76,1643,0,236,0
Eligible voters..........................,141421,4918,105255,0,31248,0
Valid votes...............................,110663,3618,85493,0,21552,0
RC cases:,,,,,,
Elections...................................,1585,63,1333,0,189,0
Eligible voters..........................,110234,3285,80167,0,26782,0
Valid votes...............................,85858,2524,64744,0,18590,0
RMcases:,,,,,,
Elections...................................,26,6,15,0,5,0
Eligible voters..........................,2331,896,873,0,562,0
Valid votes...............................,1639,514,699,0,426,0
RD cases:,,,,,,
Elections...................................,296,4,258,0,34,0
Eligible voters..........................,24122,218,21728,0,2176,0
Valid votes...............................,20025,200,18162,0,1663,0
UD cases:,,,,,,
Elections...................................,48,3,37,0,8,
Eligible voters..........................,4734,519,2487,0,1728,
Valid votes...............................,3141,380,1888,0,873,
