row_label,col_1,col_2,col_3,col_4,col_5,col_6
"Hearings completed, total….…………….…….………………...",324,307,248,5,54,3
Initialhearings…….……….…………………….……………,226,214,174,3,37,3
Hearings on objections and/or challenges…………………….,98,93,74,2,17,0
"Decisions issued, total………………...………………………….",,,,,,
By Regional Director.…………………..…………………….,216,206,169,4,33,10
Electionsdirected…………………..………………………,181,172,148,3,21,9
Dismissals on record…………..……………………….…..,35,34,21,1,12,1
ByBoard…………………………….……….………………,10,10,7,0,3,0
Transferred by Regional Director for initial Decision……..,3,3,3,0,0,0
Elections directed…………………..…………………...,0,0,0,0,0,0
Dismissals on record…………….……………….……..,3,3,3,0,0,0
Other…………………………………………………...,0,0,0,0,0,0
Review of Regional Directors' decisions:,,,,,,
Requests for review received……….……..……………,119,112,79,10,23,2
Withdrawn before request ruled upon…………….…….,6,6,6,0,0,2
"Board Action on request ruled upon, total……….……..",89,84,59,8,17,1
Granted…….…...……..……………………………..,5,5,4,1,0,0
Denied……………………………….………………,80,75,54,7,14,1
Remanded…………....….…………….…………….,4,4,1,0,3,0
"Withdrawn after request granted, before Board review...",3,2,0,2,0,0
"Board decision after review, total….……………….…..",7,7,4,0,3,0
Regional Directors' decisions:,1,1,1,0,0,0
Affirmed……….………………………………... Modified…………..……………………………..,0,0,0,0,0,0
Reversed……………..…………………………..,6,6,3,0,3,0
Outcome:,,,,,,
Election directed………………………………....,6,6,3,0,3,0
Dismissals on record……………………………..,1,1,1,0,0,0
Other……………………………………………..,0,0,0,0,0,0
"Decisions on Objections and/or challenges, total………………...",,,,,,
By Regional Directors…………………...…….……….……..,145,132,112,4,16,3
By Admininstrative Law Judges……….…………...…….…..,33,28,23,0,5,1
ByBoard…………………………………………..………….,180,172,140,3,29,1
In stipulated elections……………………………………...,158,150,120,2,28,1
No exceptions to Regional Directors' reports……….….,90,86,67,1,18,1
Exception to Regional Directors' reports………………,68,64,53,1,10,0
In directed elections (after transfer by Regional Director)..,19,19,17,1,1,0
No exceptions to RDs/HOs Reports…………………....,8,8,7,0,1,0
Exceptions to RDs/HOs Reports……………………….,11,11,10,1,0,0
Review of Regional Directors' supplemental decisions: Request for reviewreceived……………………………,8,7,6,0,1,0
Withdrawn before request ruled upon……...........................,1,1,1,0,0,0
"Board action on request ruled upon, total……………….…",12,11,8,0,3,0
Granted………………….……………………………… Denied……………………….…….…………….……...,2 10,2 9,2 6,0 0,0 3,0 0
Remanded………………………….…………………...,0,0,0,0,0,0
,0,,,,0,0
"Withdrawn after request granted, before Board review…...",,0,0,0,,0
"Board Decision after review, total………..……………….. Regional Directors' decisions:",3,3,3,0,0,
Affirmed………….………………………………….,3,3,3,0,0,0
Modified……………….….....………………………,0,0,0,0,0,0
