row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12
Total RD elections …………..……...,18884,423,100.0,,115,100.0,2,100.0,18,100.0,288,100.0
Under10………………………………………,503,88,20.8,20.8,12,10.4,0,,0,,76,26.4
10to19………………………………………..,1208,83,19.6,40.4,19,16.6,0,,0,,64,22.2
20to29………………………………………..,1359,56,13.2,53.6,19,16.6,0,,3,16.7,34,11.8
30to39………………………………………..,1297,38,9.0,62.6,9,7.8,0,,2,11.0,27,9.4
40to49………………………………………..,1730,39,9.2,71.8,9,7.8,1,50.0,2,11.0,27,9.4
50to59………………………………………..,1050,19,4.5,76.3,6,5.2,0,,0,,13,4.5
60to69………………………………………..,1421,22,5.2,81.5,8,7.0,0,,3,16.7,11,3.8
70to79………………………………………..,822,11,2.6,84.1,4,3.5,0,,4,22.2,3,1.1
80to89………………………………………..,927,11,2.6,86.7,9,7.8,0,,0,,2,0.7
90to99………………………………………..,944,10,2.4,89.1,3,2.6,1,50.0,1,5.6,5,1.7
100to109……………………………………..,936,9,2.1,91.2,2,1.7,0,,1,5.6,6,2.1
110to119……………………………………..,338,3,0.7,91.9,0,,0,,0,,3,1.1
120to129……………………………………..,380,3,0.7,92.6,1,0.9,0,,1,5.6,1,0.3
130to139……………………………………..,398,3,0.7,93.3,0,,0,,0,,3,1.1
140to149……………………………………..,724,5,1.2,94.5,3,2.6,0,,0,,2,0.7
150to159……………………………………..,159,1,0.2,94.7,0,,0,,0,,1,0.3
160to169……………………………………..,656,4,0.9,95.6,3,2.6,0,,0,,1,0.3
170to199……………………………………..,1581,9,2.1,97.7,3,2.6,0,,1,5.6,5,1.7
200to299……………………………………..,1323,6,1.6,99.3,3,2.6,0,,0,,3,1.1
300to499……………………………………..,1128,3,0.7,100.0,2,1.7,0,,0,,1,0.3
