row_label,col_1,col_2
Subsections of Sec. 8(a): Total cases....................,16887,100.0
8(a)(1)....................................................................,2561,15.2
8(a)(1)(2)..............................................................,124,0.7
8(a)(1)(3)..............................................................,5097,30.2
8(a)(1)(4)..............................................................,121,0.7
8(a)(1)(5)..............................................................,6807,40.3
8(a)(1)(2)(3)..........................................................,100,0.6
8(a)(1)(2)(4)..........................................................,3,0
8(a)(1)(2)(5)..........................................................,85,0.5
8(a)(1)(3)(4)..........................................................,410,2.4
8(a)(1)(3)(5)..........................................................,1386,8.2
8(a)(1)(4)(5)..........................................................,28,0.2
8(a)(1)(2)(3)(4)......................................................,4,0
8(a)(1)(2)(3)(5)......................................................,65,0.4
8(a)(1)(3)(4)(5)......................................................,86,0.5
8(a)(1)(2)(3)(4)(5)................................................,10,0.1
1,1,1
8(a)(1)....................................................................,16887,100.0
8(a)(2)....................................................................,391,2.3
8(a)(3)....................................................................,7158,42.4
8(a)(4)....................................................................,662,3.9
8(a)(5)....................................................................,8467,50.1
B. Charges filed against unions under Sec. 8(b),B. Charges filed against unions under Sec. 8(b),B. Charges filed against unions under Sec. 8(b)
Subsections of Sec. 8(b): Total cases....................,6140,100.0
8(b)(1)..................................................................,4658,75.9
8(b)(2)..................................................................,40,0.7
8(b)(3)..................................................................,319,5.2
8(b)(4)..................................................................,451,7.3
8(b)(5)..................................................................,3,0
8(b)(6)..................................................................,4,0.1
8(b)(7)..................................................................,67,1.1
