row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12
Total RC and RMelections........,207687,2699,100.0,,1259,100.0,110,100.0,79,100.0,1251,100.0
Under 10............................................................,3564,542,20.1,20.1,322,25.6,32,29.1,9,11.4,179,14.3
10 to 19..............................................................,8280,542,20.1,40.2,273,21.7,18,16.4,13,16.5,238,19.0
20 to 29..............................................................,8108,318,11.8,51.9,145,11.5,7,6.4,14,17.7,152,12.2
30 to 39..............................................................,7828,229,8.5,60.4,104,8.3,10,9.1,10,12.7,105,8.4
40 to 49..............................................................,7234,160,5.9,66.4,65,5.2,12,10.9,2,2.5,81,6.5
50 to 59..............................................................,7004,128,4.7,71.1,52,4.1,9,8.2,5,6.3,62,5.0
60 to 69..............................................................,7412,114,4.2,75.3,45,3.6,6,5.5,3,3.8,60,4.8
70 to 79..............................................................,5910,79,2.9,78.3,29,2.3,4,3.6,2,2.5,44,3.5
80 to 89..............................................................,6841,82,3.0,81.3,31,2.5,1,0.9,5,6.3,45,3.6
90 to 99..............................................................,4980,44,1.6,82.9,21,1.7,1,0.9,2,2.5,20,1.6
100 to 109..........................................................,5894,55,2.0,85.0,19,1.5,1,0.9,0,0.0,35,2.8
110 to 119..........................................................,3175,28,1.0,86.0,10,0.8,1,0.9,1,1.3,16,1.3
120 to 129..........................................................,5750,44,1.6,87.6,14,1.1,0,0.0,3,3.8,27,2.2
130 to 139..........................................................,3951,29,1.1,88.7,16,1.3,0,0.0,1,1.3,12,1.0
140 to 149..........................................................,2432,17,0.6,89.3,8,0.6,0,0.0,0,0.0,9,0.7
150 to 159..........................................................,4021,19,0.7,90.0,8,0.6,2,1.8,0,0.0,9,0.7
160 to 169..........................................................,2157,13,0.5,90.5,3,0.2,0,0.0,0,0.0,10,0.8
170 to 179..........................................................,2984,17,0.6,91.1,6,0.5,0,0.0,0,0.0,11,0.9
180 to 189..........................................................,3346,19,0.7,91.8,9,0.7,1,0.9,0,0.0,9,0.7
190 to 199..........................................................,3096,16,0.6,92.4,5,0.4,0,0.0,1,1.3,10,0.8
200 to 299..........................................................,21152,89,3.3,95.7,35,2.8,2,1.8,6,7.6,46,3.7
300 to 399..........................................................,10792,35,1.3,97.0,11,0.9,1,0.9,1,1.3,22,1.8
400 to 499..........................................................,12233,29,1.1,98.1,11,0.9,1,0.9,1,1.3,16,1.3
500 to 599..........................................................,7804,14,0.5,98.6,3,0.2,0,0.0,0,0.0,11,0.9
